id_linea,elemento,espectro,estado_ionizacion,longitud_onda_nm,longitud_onda_vacio_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,region_espectral,aki_s1,log10_aki,tiene_aki,fuerza_oscilador_fik,log_gf,exactitud,tipo_transicion,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,energia_foton_ev,configuracion_inferior,termino_inferior,j_inferior,j_inferior_texto,j_inferior_resuelto,g_inferior,configuracion_superior,termino_superior,j_superior,j_superior_texto,j_superior_resuelto,g_superior,id_nivel_inferior,id_nivel_superior,ref_probabilidad,ref_longitud_onda,medicion_repetida
79,Be,Be II,2,9.393,9.393,observada,vacio,9.393,9.393,False,0.003,0.003,Rayos X,,,False,,,,E1,2.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2s.(1S).3p,2P*,0.5,1/2,True,2,004002.000001,004002.000112,,L12158,False
80,Be,Be II,2,9.456,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,Rayos X,,,False,,,,E1,8.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).3p,2P,1.5,3/2,True,4,004002.000002,004002.000171,,L12158,False
81,Be,Be II,2,9.456,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,Rayos X,,,False,,,,E1,8.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).3p,2P,0.5,1/2,True,2,004002.000002,004002.000170,,L12158,False
82,Be,Be II,2,9.456,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,Rayos X,,,False,,,,E1,8.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2P,1.5,3/2,True,4,004002.000003,004002.000171,,L12158,False
83,Be,Be II,2,9.456,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,Rayos X,,,False,,,,E1,8.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2P,0.5,1/2,True,2,004002.000003,004002.000170,,L12158,False
84,Be,Be II,2,9.479,9.479,observada,vacio,9.479,9.478,False,0.003,0.003,Rayos X,,,False,,,,E1,21.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2D,2.5,5/2,True,6,004002.000003,004002.000169,,L12158,False
85,Be,Be II,2,9.479,9.479,observada,vacio,9.479,9.478,False,0.003,0.003,Rayos X,,,False,,,,E1,21.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2D,1.5,3/2,True,4,004002.000003,004002.000168,,L12158,False
86,Be,Be II,2,9.479,9.479,observada,vacio,9.479,9.478,False,0.003,0.003,Rayos X,,,False,,,,E1,21.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).3p,2D,1.5,3/2,True,4,004002.000002,004002.000168,,L12158,False
87,Be,Be II,2,9.534,9.534,observada,vacio,9.534,9.534,False,0.004,0.004,Rayos X,,,False,,,,E1,8.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(3P*).3p,2S,0.5,1/2,True,2,004002.000002,004002.000156,,L12158,False
88,Be,Be II,2,9.534,9.534,observada,vacio,9.534,9.534,False,0.004,0.004,Rayos X,,,False,,,,E1,8.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).3p,2S,0.5,1/2,True,2,004002.000003,004002.000156,,L12158,False
89,Be,Be II,2,9.562,9.562,observada,vacio,9.562,9.562,False,0.005,0.005,Rayos X,,,False,,,,E1,20.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2s.(3S).4d,2D,1.5,3/2,True,4,004002.000002,004002.000146,,L12158,False
90,Be,Be II,2,9.562,9.562,observada,vacio,9.562,9.562,False,0.005,0.005,Rayos X,,,False,,,,E1,20.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2s.(3S).4d,2D,1.5,3/2,True,4,004002.000003,004002.000146,,L12158,False
91,Be,Be II,2,9.562,9.562,observada,vacio,9.562,9.562,False,0.005,0.005,Rayos X,,,False,,,,E1,20.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2s.(3S).4d,2D,2.5,5/2,True,6,004002.000003,004002.000147,,L12158,False
92,Be,Be II,2,9.5734,9.5734,observada,vacio,9.5734,9.573,False,0.002,0.002,Rayos X,,,False,,,,E1,25.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2s.(3S).3p,2P*,1.5,3/2,True,4,004002.000001,004002.000101,,L12158,False
93,Be,Be II,2,9.5734,9.5734,observada,vacio,9.5734,9.573,False,0.002,0.002,Rayos X,,,False,,,,E1,25.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2s.(3S).3p,2P*,0.5,1/2,True,2,004002.000001,004002.000100,,L12158,False
94,Be,Be II,2,9.577,9.577,observada,vacio,9.577,9.577,False,0.003,0.003,Rayos X,,,False,,,,E1,20.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).3p,2D,2.5,5/2,True,6,004002.000003,004002.000143,,L12158,False
95,Be,Be II,2,9.577,9.577,observada,vacio,9.577,9.577,False,0.003,0.003,Rayos X,,,False,,,,E1,20.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(3P*).3p,2D,1.5,3/2,True,4,004002.000002,004002.000142,,L12158,False
96,Be,Be II,2,9.577,9.577,observada,vacio,9.577,9.577,False,0.003,0.003,Rayos X,,,False,,,,E1,20.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).3p,2D,1.5,3/2,True,4,004002.000003,004002.000142,,L12158,False
97,Be,Be II,2,9.602,9.602,observada,vacio,9.602,9.601,False,0.007,0.007,Rayos X,,,False,,,,E1,5.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2s.(1S).3d,2D,1.5,3/2,True,4,004002.000003,004002.000132,,L12158,False
98,Be,Be II,2,9.602,9.602,observada,vacio,9.602,9.601,False,0.007,0.007,Rayos X,,,False,,,,E1,5.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2s.(1S).3d,2D,2.5,5/2,True,6,004002.000003,004002.000133,,L12158,False
99,Be,Be II,2,9.602,9.602,observada,vacio,9.602,9.601,False,0.007,0.007,Rayos X,,,False,,,,E1,5.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2s.(1S).3d,2D,1.5,3/2,True,4,004002.000002,004002.000132,,L12158,False
100,Be,Be II,2,9.625,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,Rayos X,,,False,,,,E1,15.0,a*,31928.744,1070900.0,False,False,False,False,128.81601837587263,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(3P*).3p,2P,1.5,3/2,True,4,004002.000002,004002.000122,,L12158,False
101,Be,Be II,2,9.625,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,Rayos X,,,False,,,,E1,15.0,a*,31928.744,1070900.0,False,False,False,False,128.81601837587263,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(3P*).3p,2P,0.5,1/2,True,2,004002.000002,004002.000121,,L12158,False
102,Be,Be II,2,9.625,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,Rayos X,,,False,,,,E1,15.0,a*,31935.32,1070900.0,False,False,False,False,128.81520305578368,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).3p,2P,1.5,3/2,True,4,004002.000003,004002.000122,,L12158,False
103,Be,Be II,2,9.625,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,Rayos X,,,False,,,,E1,15.0,a*,31935.32,1070900.0,False,False,False,False,128.81520305578368,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).3p,2P,0.5,1/2,True,2,004002.000003,004002.000121,,L12158,False
104,Be,Be I,1,9.629,9.629,observada,vacio,9.629,9.629,False,0.005,0.005,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(1P*).4s,1P*,1.0,1,True,3,004001.000001,004001.000213,,L2305,False
105,Be,Be I,1,9.724,9.724,observada,vacio,9.724,9.724,False,0.005,0.005,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(1P*).3d?,1P*?,1.0,1,True,3,004001.000001,004001.000210,,L2305,False
106,Be,Be I,1,9.744,9.744,observada,vacio,9.744,9.744,False,0.005,0.005,Rayos X,,,False,,,,E1,3.0,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(1P*).3s,1P*,1.0,1,True,3,004001.000001,004001.000209,,L2305,False
107,Be,Be I,1,9.786,9.786,observada,vacio,9.786,9.786,False,0.005,0.005,Rayos X,,,False,,,,E1,5.0,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(3P*).4s?,1P*?,1.0,1,True,3,004001.000001,004001.000208,,L2305,False
108,Be,Be II,2,9.788,9.788,observada,vacio,9.788,9.788,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2s.(3S).3d,2D,1.5,3/2,True,4,004002.000002,004002.000106,,L12158,False
109,Be,Be II,2,9.788,9.788,observada,vacio,9.788,9.788,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2s.(3S).3d,2D,2.5,5/2,True,6,004002.000003,004002.000107,,L12158,False
110,Be,Be II,2,9.788,9.788,observada,vacio,9.788,9.788,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2s.(3S).3d,2D,1.5,3/2,True,4,004002.000003,004002.000106,,L12158,False
111,Be,Be I,1,9.797,9.797,observada,vacio,9.797,9.797,False,0.005,0.005,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(3P*).4d?,1P*?,1.0,1,True,3,004001.000001,004001.000207,,L2305,False
112,Be,Be I,1,9.866,9.866,observada,vacio,9.866,9.866,False,0.005,0.005,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(3P*).3d?,1P*?,1.0,1,True,3,004001.000001,004001.000206,,L2305,False
113,Be,Be I,1,9.907,9.907,observada,vacio,9.907,9.907,False,0.01,0.01,Rayos X,,,False,,,,E1,5.0,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.(2S).2s.2p.(3P*).3s,1P*,1.0,1,True,3,004001.000001,004001.000205,,L2305,False
114,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.055,False,0.003,0.003,Ultravioleta,,,False,,,,E1,25.0,*,98055.1,,False,False,False,False,,1s2.3d,2D,2.5,5/2,True,6,1s.2p.(1P*).3d,2F*,3.5,7/2,True,8,004002.000008,004002.000175,,L12158,False
115,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.055,False,0.003,0.003,Ultravioleta,,,False,,,,E1,25.0,*,98055.1,,False,False,False,False,,1s2.3d,2D,2.5,5/2,True,6,1s.2p.(1P*).3d,2F*,2.5,5/2,True,6,004002.000008,004002.000174,,L12158,False
116,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.055,False,0.003,0.003,Ultravioleta,,,False,,,,E1,25.0,*,98054.57,,False,False,False,False,,1s2.3d,2D,1.5,3/2,True,4,1s.2p.(1P*).3d,2F*,2.5,5/2,True,6,004002.000007,004002.000174,,L12158,False
117,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,Ultravioleta,,,False,,,,E1,25.0,*,98054.57,1092460.0,False,False,False,False,123.2905601615099,1s2.3d,2D,1.5,3/2,True,4,1s.2p.(1P*).3d,2D*,2.5,5/2,True,6,004002.000007,004002.000173,,L12158,False
118,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,Ultravioleta,,,False,,,,E1,25.0,*,98054.57,1092460.0,False,False,False,False,123.2905601615099,1s2.3d,2D,1.5,3/2,True,4,1s.2p.(1P*).3d,2D*,1.5,3/2,True,4,004002.000007,004002.000172,,L12158,False
119,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,Ultravioleta,,,False,,,,E1,25.0,*,98055.1,1092460.0,False,False,False,False,123.29049444988473,1s2.3d,2D,2.5,5/2,True,6,1s.2p.(1P*).3d,2D*,2.5,5/2,True,6,004002.000008,004002.000173,,L12158,False
120,Be,Be II,2,10.055,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,Ultravioleta,,,False,,,,E1,25.0,*,98055.1,1092460.0,False,False,False,False,123.29049444988473,1s2.3d,2D,2.5,5/2,True,6,1s.2p.(1P*).3d,2D*,1.5,3/2,True,4,004002.000008,004002.000172,,L12158,False
121,Be,Be II,2,10.0778,10.0778,observada,vacio,10.0778,10.0765,False,0.002,0.002,Ultravioleta,,,False,,,,E1,25.0,a*,96495.36,,False,False,False,False,,1s2.3p,2P*,0.5,1/2,True,2,1s.2p.(1P*).3p,2P,1.5,3/2,True,4,004002.000005,004002.000171,,L12158,False
122,Be,Be II,2,10.0778,10.0778,observada,vacio,10.0778,10.0765,False,0.002,0.002,Ultravioleta,,,False,,,,E1,25.0,a*,96495.36,,False,False,False,False,,1s2.3p,2P*,0.5,1/2,True,2,1s.2p.(1P*).3p,2P,0.5,1/2,True,2,004002.000005,004002.000170,,L12158,False
123,Be,Be II,2,10.0778,10.0778,observada,vacio,10.0778,10.0766,False,0.002,0.002,Ultravioleta,,,False,,,,E1,25.0,a*,96497.288,,False,False,False,False,,1s2.3p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2P,1.5,3/2,True,4,004002.000006,004002.000171,,L12158,False
124,Be,Be II,2,10.0778,10.0778,observada,vacio,10.0778,10.0766,False,0.002,0.002,Ultravioleta,,,False,,,,E1,25.0,a*,96497.288,,False,False,False,False,,1s2.3p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2P,0.5,1/2,True,2,004002.000006,004002.000170,,L12158,False
125,Be,Be I,1,10.086,10.086,observada,vacio,10.086,10.086,False,0.005,0.005,Ultravioleta,,,False,,,,E1,5.0,"a,B,bl",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s2.5p?,1P*?,1.0,1,True,3,004001.000001,004001.000197,,L2305,False
126,Be,Be II,2,10.0949,10.0949,observada,vacio,10.0949,10.0959,False,0.002,0.002,Ultravioleta,,,False,,,,E1,40.0,*,96497.288,,False,False,False,False,,1s2.3p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2D,2.5,5/2,True,6,004002.000006,004002.000169,,L12158,False
127,Be,Be II,2,10.0949,10.0949,observada,vacio,10.0949,10.0959,False,0.002,0.002,Ultravioleta,,,False,,,,E1,40.0,*,96497.288,,False,False,False,False,,1s2.3p,2P*,1.5,3/2,True,4,1s.2p.(1P*).3p,2D,1.5,3/2,True,4,004002.000006,004002.000168,,L12158,False
128,Be,Be II,2,10.0949,10.0949,observada,vacio,10.0949,10.0959,False,0.002,0.002,Ultravioleta,,,False,,,,E1,40.0,*,96495.36,,False,False,False,False,,1s2.3p,2P*,0.5,1/2,True,2,1s.2p.(1P*).3p,2D,1.5,3/2,True,4,004002.000005,004002.000168,,L12158,False
129,Be,Be I,1,10.12,10.12,observada,vacio,10.12,10.12,False,0.002,0.002,Ultravioleta,,,False,,,,E1,6.0,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s2.4p?,1P*?,1.0,1,True,3,004001.000001,004001.000196,,L2305,False
130,Be,Be II,2,10.175,10.175,observada,vacio,10.175,10.175,False,0.003,0.003,Ultravioleta,,,False,,,,E1,10.0,*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p2,2S,0.5,1/2,True,2,004002.000002,004002.000094,,L12158,False
131,Be,Be II,2,10.175,10.175,observada,vacio,10.175,10.175,False,0.003,0.003,Ultravioleta,,,False,,,,E1,10.0,*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p2,2S,0.5,1/2,True,2,004002.000003,004002.000094,,L12158,False
132,Be,Be I,1,10.213,10.213,observada,vacio,10.213,10.213,False,0.002,0.002,Ultravioleta,,,False,,,,E1,10.0,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s2.3p,1P*,1.0,1,True,3,004001.000001,004001.000193,,L2305,False
133,Be,Be II,2,10.235,10.235,observada,vacio,10.235,10.235,False,0.006,0.006,Ultravioleta,,,False,,,,E1,5.0,w*,96497.288,,False,False,False,False,,1s2.3p,2P*,1.5,3/2,True,4,1s.2s.(1S).3d,2D,2.5,5/2,True,6,004002.000006,004002.000133,,L12158,False
134,Be,Be II,2,10.235,10.235,observada,vacio,10.235,10.235,False,0.006,0.006,Ultravioleta,,,False,,,,E1,5.0,w*,96495.36,,False,False,False,False,,1s2.3p,2P*,0.5,1/2,True,2,1s.2s.(1S).3d,2D,1.5,3/2,True,4,004002.000005,004002.000132,,L12158,False
135,Be,Be II,2,10.235,10.235,observada,vacio,10.235,10.235,False,0.006,0.006,Ultravioleta,,,False,,,,E1,5.0,w*,96497.288,,False,False,False,False,,1s2.3p,2P*,1.5,3/2,True,4,1s.2s.(1S).3d,2D,1.5,3/2,True,4,004002.000006,004002.000132,,L12158,False
136,Be,Be II,2,10.249,10.249,observada,vacio,10.249,10.248,False,0.003,0.003,Ultravioleta,,,False,,,,E1,5.0,*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).2s.2p.(1P*),2P*,1.5,3/2,True,4,004002.000001,004002.000086,,L12158,False
137,Be,Be II,2,10.249,10.249,observada,vacio,10.249,10.248,False,0.003,0.003,Ultravioleta,,,False,,,,E1,5.0,*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).2s.2p.(1P*),2P*,0.5,1/2,True,2,004002.000001,004002.000085,,L12158,False
138,Be,Be II,2,10.401,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,Ultravioleta,,,False,,,,E1,15.0,*,31928.744,993109.0,False,False,False,False,119.17116359513795,1s2.2p,2P*,0.5,1/2,True,2,1s.2p2,2P,1.5,3/2,True,4,004002.000002,004002.000093,,L12158,False
139,Be,Be II,2,10.401,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,Ultravioleta,,,False,,,,E1,15.0,*,31928.744,993109.0,False,False,False,False,119.17116359513795,1s2.2p,2P*,0.5,1/2,True,2,1s.2p2,2P,0.5,1/2,True,2,004002.000002,004002.000092,,L12158,False
140,Be,Be II,2,10.401,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,Ultravioleta,,,False,,,,E1,15.0,*,31935.32,993109.0,False,False,False,False,119.17034827504902,1s2.2p,2P*,1.5,3/2,True,4,1s.2p2,2P,1.5,3/2,True,4,004002.000003,004002.000093,,L12158,False
141,Be,Be II,2,10.401,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,Ultravioleta,,,False,,,,E1,15.0,*,31935.32,993109.0,False,False,False,False,119.17034827504902,1s2.2p,2P*,1.5,3/2,True,4,1s.2p2,2P,0.5,1/2,True,2,004002.000003,004002.000092,,L12158,False
142,Be,Be II,2,10.44,10.44,observada,vacio,10.44,10.4409,False,0.003,0.001,Ultravioleta,,,False,,,,E1,50.0,*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).2s.2p.(3P*),2P*,1.5,3/2,True,4,004002.000001,004002.000084,,L12158,False
143,Be,Be II,2,10.44,10.44,observada,vacio,10.44,10.4409,False,0.003,0.001,Ultravioleta,,,False,,,,E1,50.0,*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).2s.2p.(3P*),2P*,0.5,1/2,True,2,004002.000001,004002.000083,,L12158,False
144,Be,Be II,2,10.465,10.465,observada,vacio,10.465,10.4664,False,0.003,0.001,Ultravioleta,,,False,,,,E1,35.0,*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p2,2D,1.5,3/2,True,4,004002.000002,004002.000090,,L12158,False
145,Be,Be II,2,10.465,10.465,observada,vacio,10.465,10.4664,False,0.003,0.001,Ultravioleta,,,False,,,,E1,35.0,*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p2,2D,2.5,5/2,True,6,004002.000003,004002.000091,,L12158,False
146,Be,Be II,2,10.465,10.465,observada,vacio,10.465,10.4664,False,0.003,0.001,Ultravioleta,,,False,,,,E1,35.0,*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p2,2D,1.5,3/2,True,4,004002.000003,004002.000090,,L12158,False
147,Be,Be I,1,10.467,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,Ultravioleta,,,False,,,,E1,,"a,B*",21978.925,,False,False,False,False,,1s2.2s.2p,3P*,1.0,1,True,3,1s.(2S).2s.2p2.(2P),3P,1.0,1,True,3,004001.000003,004001.000191,,L2305,False
148,Be,Be I,1,10.467,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,Ultravioleta,,,False,,,,E1,,"a,B*",21981.26,,False,False,False,False,,1s2.2s.2p,3P*,2.0,2,True,5,1s.(2S).2s.2p2.(2P),3P,1.0,1,True,3,004001.000004,004001.000191,,L2305,False
149,Be,Be I,1,10.467,10.467,observada,vacio,10.467,10.467,False,0.002,0.004,Ultravioleta,,,False,,,,E1,,"a,B*",21978.925,,False,False,False,False,,1s2.2s.2p,3P*,1.0,1,True,3,1s.(2S).2s.2p2.(2P),3P,0.0,0,True,1,004001.000003,004001.000190,,L2305,False
150,Be,Be I,1,10.467,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,Ultravioleta,,,False,,,,E1,,"a,B*",21978.925,,False,False,False,False,,1s2.2s.2p,3P*,1.0,1,True,3,1s.(2S).2s.2p2.(2P),3P,2.0,2,True,5,004001.000003,004001.000192,,L2305,False
151,Be,Be I,1,10.467,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,Ultravioleta,,,False,,,,E1,,"a,B*",21981.26,,False,False,False,False,,1s2.2s.2p,3P*,2.0,2,True,5,1s.(2S).2s.2p2.(2P),3P,2.0,2,True,5,004001.000004,004001.000192,,L2305,False
152,Be,Be I,1,10.467,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,Ultravioleta,,,False,,,,E1,,"a,B*",21978.31,,False,False,False,False,,1s2.2s.2p,3P*,0.0,0,True,1,1s.(2S).2s.2p2.(2P),3P,1.0,1,True,3,004001.000002,004001.000191,,L2305,False
153,Be,Be I,1,10.58,10.58,observada,vacio,10.58,10.58,False,0.002,0.002,Ultravioleta,,,False,,,,E1,,"a,B*",21978.925,,False,False,False,False,,1s2.2s.2p,3P*,1.0,1,True,3,1s.(2S).2s.2p2.(2S),3S,1.0,1,True,3,004001.000003,004001.000189,,L2305,False
154,Be,Be I,1,10.58,10.58,observada,vacio,10.58,10.58,False,0.002,0.002,Ultravioleta,,,False,,,,E1,,"a,B*",21978.31,,False,False,False,False,,1s2.2s.2p,3P*,0.0,0,True,1,1s.(2S).2s.2p2.(2S),3S,1.0,1,True,3,004001.000002,004001.000189,,L2305,False
155,Be,Be I,1,10.58,10.58,observada,vacio,10.58,10.58,False,0.002,0.002,Ultravioleta,,,False,,,,E1,,"a,B*",21981.26,,False,False,False,False,,1s2.2s.2p,3P*,2.0,2,True,5,1s.(2S).2s.2p2.(2S),3S,1.0,1,True,3,004001.000004,004001.000189,,L2305,False
156,Be,Be I,1,10.726,10.726,observada,vacio,10.726,10.726,False,0.005,0.009,Ultravioleta,,,False,,,,E1,10.0,"a,B*",21978.925,,False,False,False,False,,1s2.2s.2p,3P*,1.0,1,True,3,1s.(2S).2s.2p2.(2D),3D,2.0,2,True,5,004001.000003,004001.000187,,L2305,False
157,Be,Be I,1,10.726,10.726,observada,vacio,10.726,10.726,False,0.005,0.007,Ultravioleta,,,False,,,,E1,10.0,"a,B*",21978.925,,False,False,False,False,,1s2.2s.2p,3P*,1.0,1,True,3,1s.(2S).2s.2p2.(2D),3D,1.0,1,True,3,004001.000003,004001.000186,,L2305,False
158,Be,Be I,1,10.726,10.726,observada,vacio,10.726,10.726,False,0.005,0.007,Ultravioleta,,,False,,,,E1,10.0,"a,B*",21978.31,,False,False,False,False,,1s2.2s.2p,3P*,0.0,0,True,1,1s.(2S).2s.2p2.(2D),3D,1.0,1,True,3,004001.000002,004001.000186,,L2305,False
159,Be,Be I,1,10.726,10.726,observada,vacio,10.726,10.726,False,0.005,0.013,Ultravioleta,,,False,,,,E1,10.0,"a,B*",21981.26,,False,False,False,False,,1s2.2s.2p,3P*,2.0,2,True,5,1s.(2S).2s.2p2.(2D),3D,3.0,3,True,7,004001.000004,004001.000188,,L2305,False
160,Be,Be I,1,10.726,10.726,observada,vacio,10.726,10.726,False,0.005,0.007,Ultravioleta,,,False,,,,E1,10.0,"a,B*",21981.26,,False,False,False,False,,1s2.2s.2p,3P*,2.0,2,True,5,1s.(2S).2s.2p2.(2D),3D,1.0,1,True,3,004001.000004,004001.000186,,L2305,False
161,Be,Be I,1,10.726,10.726,observada,vacio,10.726,10.726,False,0.005,0.009,Ultravioleta,,,False,,,,E1,10.0,"a,B*",21981.26,,False,False,False,False,,1s2.2s.2p,3P*,2.0,2,True,5,1s.(2S).2s.2p2.(2D),3D,2.0,2,True,5,004001.000004,004001.000187,,L2305,False
162,Be,Be I,1,10.738,10.738,observada,vacio,10.738,10.738,False,0.005,0.005,Ultravioleta,,,False,,,,E1,10.0,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s2.2p,1P*,1.0,1,True,3,004001.000001,004001.000179,,L2305,False
163,Li,Li II,2,12.55,12.55,observada,vacio,12.55,12.54,False,,0.08,Ultravioleta,,,False,,,,E1,,*,494260.3,1292000.0,True,False,False,False,98.907117267124,1s.2p,3P*,1.0,1,True,3,2p.3p,3P,1.0,1,True,3,003002.000004,003002.000097,,"L3160,L1992",False
164,Li,Li II,2,12.55,12.55,observada,vacio,12.55,12.54,False,,0.08,Ultravioleta,,,False,,,,E1,,*,494262.57,1292000.0,True,False,False,False,98.90683582299353,1s.2p,3P*,2.0,2,True,5,2p.3p,3P,1.0,1,True,3,003002.000005,003002.000097,,"L3160,L1992",False
165,Li,Li II,2,12.55,12.55,observada,vacio,12.55,12.54,False,,0.08,Ultravioleta,,,False,,,,E1,,*,494260.3,1292000.0,True,False,False,False,98.907117267124,1s.2p,3P*,1.0,1,True,3,2p.3p,3P,0.0,0,True,1,003002.000004,003002.000098,,"L3160,L1992",False
