id_linea,id_espectro,id_nivel_inferior,id_nivel_superior,codigo_tipo_transicion,codigo_exactitud,longitud_onda_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,aki_s1,fuerza_oscilador_fik,log_gf,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,medicion_repetida
17961,2,002001.000156,002001.000182,E1,AAA,38854.30366113,ritz,vacio,,38854.30366113,False,,5e-08,682.98,0.013397,-0.69691,,,196956.06808,197213.439826698,True,True,False,False,False
17962,2,002001.000155,002001.000180,E1,AAA,38854.32433786,ritz,vacio,,38854.32433786,False,,5e-08,0.062573,1.6341e-06,-4.67279,,,196956.067958296,197213.439568031,True,True,False,False,False
17963,2,002001.000156,002001.000180,E1,AA,38854.34271101,ritz,vacio,,38854.34271101,False,,5e-08,5.965,0.000135,-2.6936,,,196956.06808,197213.439568031,True,True,False,False,False
17964,2,002001.000155,002001.000179,E1,AAA,38854.34821991,ritz,vacio,,38854.34821991,False,,5e-08,7.221,0.00016343,-2.67272,,,196956.067958296,197213.439409836,True,True,False,False,False
17965,2,002001.000149,002001.000176,E1,AAA,38854.6502345,ritz,vacio,,38854.6502345,False,,8e-08,17.685,0.00040026,-2.28371,,,196956.064859034,197213.434310043,True,True,False,False,False
17966,2,002001.000151,002001.000178,E1,AA,38854.65887956,ritz,vacio,,38854.65887956,False,,8e-08,19.75,0.0004471,-2.3082,,,196956.065273765,197213.43466751,True,True,False,False,False
17967,2,002001.000151,002001.000177,E1,AAA,38854.68194181,ritz,vacio,,38854.68194181,False,,8e-08,1467.0,0.027166,-0.52458,,,196956.065273765,197213.434514748,True,True,False,False,False
17968,2,002001.000152,002001.000178,E1,AAA,38854.68259596,ritz,vacio,,38854.68259596,False,,8e-08,1447.2,0.027715,-0.44334,,,196956.06543086,197213.43466751,True,True,False,False,False
17969,2,002001.000150,002001.000176,E1,AAA,38854.68299482,ritz,vacio,,38854.68299482,False,,8e-08,1432.3,0.028095,-0.37528,,,196956.065076035,197213.434310043,True,True,False,False,False
17970,2,002001.000149,002001.000175,E1,AAA,38854.68428424,ritz,vacio,,38854.68428424,False,,8e-08,1446.0,0.027692,-0.4437,,,196956.064859034,197213.434084501,True,True,False,False,False
17971,2,002001.000151,002001.000176,E1,AAA,38854.71284587,ritz,vacio,,38854.71284587,False,,8e-08,0.24113,6.4498e-06,-4.14906,,,196956.065273765,197213.434310043,True,True,False,False,False
17972,2,002001.000152,002001.000176,E1,AA,38854.73656234,ritz,vacio,,38854.73656234,False,,8e-08,16.8,0.0003801,-2.3061,,,196956.06543086,197213.434310043,True,True,False,False,False
17973,2,002001.000151,002001.000175,E1,AAA,38854.74689572,ritz,vacio,,38854.74689572,False,,8e-08,20.997,0.00047523,-2.28171,,,196956.065273765,197213.434084501,True,True,False,False,False
17974,2,002001.000145,002001.000172,E1,AAA,38856.04324965,ritz,vacio,,38856.04324965,False,,2.3e-07,44.284,0.0010024,-1.95759,,,196956.057675673,197213.417899815,True,True,False,False,False
17975,2,002001.000147,002001.000174,E1,AA,38856.05267679,ritz,vacio,,38856.05267679,False,,2.3e-07,50.39,0.001141,-1.9886,,,196956.058265862,197213.418427564,True,True,False,False,False
17976,2,002001.000148,002001.000174,E1,AAA,38856.08431452,ritz,vacio,,38856.08431452,False,,2.3e-07,2575.1,0.047689,-0.28019,,,196956.058475412,197213.418427564,True,True,False,False,False
17977,2,002001.000147,002001.000173,E1,AAA,38856.08483117,ritz,vacio,,38856.08483117,False,,2.3e-07,2626.1,0.046232,-0.38082,,,196956.058265862,197213.418214592,True,True,False,False,False
17978,2,002001.000146,002001.000172,E1,AAA,38856.08996056,ritz,vacio,,38856.08996056,False,,2.3e-07,2539.3,0.048634,-0.19912,,,196956.057985059,197213.417899815,True,True,False,False,False
17979,2,002001.000145,002001.000171,E1,AAA,38856.09538978,ritz,vacio,,38856.09538978,False,,2.3e-07,2571.4,0.047621,-0.28081,,,196956.057675673,197213.417554469,True,True,False,False,False
17980,2,002001.000147,002001.000172,E1,AAA,38856.13235612,ritz,vacio,,38856.13235612,False,,2.3e-07,0.86813,2.4017e-05,-3.66525,,,196956.058265862,197213.417899815,True,True,False,False,False
17981,2,002001.000148,002001.000172,E1,AA,38856.16399398,ritz,vacio,,38856.16399398,False,,2.3e-07,41.66,0.000943,-1.9841,,,196956.058475412,197213.417899815,True,True,False,False,False
17982,2,002001.000147,002001.000171,E1,AAA,38856.18449649,ritz,vacio,,38856.18449649,False,,2.3e-07,54.65,0.001237,-1.95339,,,196956.058265862,197213.417554469,True,True,False,False,False
17983,2,002001.000141,002001.000170,E1,AA,38862.7394882,ritz,vacio,,38862.7394882,False,,6e-07,343.6,0.00605,-1.264,,,196956.035257094,197213.351136821,True,True,False,False,False
17984,2,002001.000143,002001.000170,E1,AA,38862.8762727,ritz,vacio,,38862.8762727,False,,6e-07,59.45,0.001346,-2.0258,,,196956.036162761,197213.351136821,True,True,False,False,False
17985,2,002001.000144,002001.000170,E1,AAA,38862.9203725,ritz,vacio,,38862.9203725,False,,6e-07,3894.7,0.068589,-0.2095,,,196956.03645475,197213.351136821,True,True,False,False,False
17986,2,002001.000141,002001.000168,E1,AAA,38862.9585611,ritz,vacio,,38862.9585611,False,,6e-07,108.67,0.0024606,-1.65472,,,196956.035257094,197213.349686315,True,True,False,False,False
17987,2,002001.000141,002001.000167,E1,AAA,38863.0029729,ritz,vacio,,38863.0029729,False,,6e-07,3814.4,0.067176,-0.21855,,,196956.035257094,197213.349392262,True,True,False,False,False
17988,2,002001.000143,002001.000169,E1,AAA,38863.0121477,ritz,vacio,,38863.0121477,False,,6e-07,4297.8,0.06951,-0.31285,,,196956.036162761,197213.350237182,True,True,False,False,False
17989,2,002001.000142,002001.000168,E1,AAA,38863.0301302,ritz,vacio,,38863.0301302,False,,6e-07,4085.6,0.075689,-0.07957,,,196956.035730957,197213.349686315,True,True,False,False,False
17990,2,002001.000143,002001.000168,E1,AAA,38863.0953472,ritz,vacio,,38863.0953472,False,,6e-07,3.3162,9.6542e-05,-3.17019,,,196956.036162761,197213.349686315,True,True,False,False,False
17991,2,002001.000144,002001.000168,E1,AA,38863.1394475,ritz,vacio,,38863.1394475,False,,6e-07,100.3,0.00227,-1.6897,,,196956.03645475,197213.349686315,True,True,False,False,False
17992,2,002001.000143,002001.000167,E1,AAA,38863.1397592,ritz,vacio,,38863.1397592,False,,6e-07,209.16,0.004736,-1.47949,,,196956.036162761,197213.349392262,True,True,False,False,False
17993,2,002001.000144,002001.000167,E1,AA,38863.1838597,ritz,vacio,,38863.1838597,False,,6e-07,274.2,0.004828,-1.362,,,196956.03645475,197213.349392262,True,True,False,False,False
17994,1,001001.001.000066,001001.001.000067,E1,AAA,38869.79,ritz,vacio,,38869.79,False,,0.21,71514.0,1.9998,2.5105,110.0,(),108324.7253,108581.9945,False,False,False,False,False
17995,2,002001.000137,002001.000166,E1,AA,38903.767436,ritz,vacio,,38903.767436,False,,3e-06,1497.0,0.02426,-0.7701,,,196955.94241038,197212.986924548,True,True,False,False,False
17996,2,002001.000140,002001.000166,E1,AAA,38904.126231,ritz,vacio,,38904.126231,False,,3e-06,5295.0,0.085819,-0.22132,,,196955.94478098,197212.986924548,True,True,False,False,False
17997,2,002001.000139,002001.000165,E1,AAA,38928.540378,ritz,vacio,,38928.540378,False,,5e-06,6835.3,0.093175,-0.33173,,,196955.943578608,197212.824517451,True,True,False,False,False
17998,2,002001.000137,002001.000164,E1,AAA,38928.54191,ritz,vacio,,38928.54191,False,,5e-06,4741.8,0.07695,-0.26869,,,196955.94241038,197212.823339109,True,True,False,False,False
17999,2,002001.000137,002001.000163,E1,AAA,38928.554617,ritz,vacio,,38928.554617,False,,5e-06,419.17,0.0095232,-1.17612,,,196955.94241038,197212.823255258,True,True,False,False,False
18000,2,002001.000138,002001.000163,E1,AAA,38928.617134,ritz,vacio,,38928.617134,False,,5e-06,6277.3,0.11092,-0.00073,,,196955.942822912,197212.823255258,True,True,False,False,False
18001,2,002001.000139,002001.000164,E1,AAA,38928.718948,ritz,vacio,,38928.718948,False,,5e-06,759.42,0.017254,-1.06415,,,196955.943578608,197212.823339109,True,True,False,False,False
18002,2,002001.000139,002001.000163,E1,AAA,38928.731655,ritz,vacio,,38928.731655,False,,5e-06,15.499,0.00049298,-2.6082,,,196955.943578608,197212.823255258,True,True,False,False,False
18003,2,002001.000140,002001.000164,E1,AA,38928.901162,ritz,vacio,,38928.901162,False,,5e-06,1334.0,0.02165,-0.8194,,,196955.94478098,197212.823339109,True,True,False,False,False
18004,2,002001.000140,002001.000163,E1,AA,38928.913869,ritz,vacio,,38928.913869,False,,5e-06,123.3,0.002802,-1.7075,,,196955.94478098,197212.823255258,True,True,False,False,False
18005,2,002001.000050,002001.000054,E1,AAA,38962.4177,ritz,vacio,,38962.4177,False,,0.0011,26979.0,0.20467,-0.21183,,,194936.117091,195192.7746751,True,True,False,False,False
18006,2,002001.000050,002001.000053,E1,AAA,38967.234,ritz,vacio,,38967.234,False,,0.0011,26979.0,0.61416,0.2654,,,194936.117091,195192.7429528,True,True,False,False,False
18007,2,002001.000050,002001.000052,E1,AAA,38967.6265,ritz,vacio,,38967.6265,False,,0.0011,26979.0,1.0236,0.48726,,,194936.117091,195192.740368,True,True,False,False,False
18008,1,001001.001.000071,001001.001.000076,E1,AAA,39098.57,ritz,vacio,,39098.57,False,,0.2,914.46,0.038601,1.17988,,,109119.1917,109374.9555,True,True,False,False,False
18009,4,003002.000047,003002.000051,E1,AAA,28000.0,ritz,vacio,,28000.0,False,,400.0,22351.0,1.5403,0.1876,,,597579.66,597936.4,True,True,False,False,False
18010,2,002001.000033,002001.000040,E2,AAA,39249.8862,ritz,vacio,,39249.8862,False,,0.0015,4.4978e-05,5.194e-09,-8.2845,,,193663.509489,193918.28729754,True,True,False,False,False
18011,2,002001.000157,002001.000166,E1,AAA,39479.39085,ritz,vacio,,39479.39085,False,,0.00011,21278.0,0.82866,0.3955,,,196959.69020989,197212.986924548,True,True,False,False,False
18012,2,002001.000157,002001.000164,E1,AA,39504.90412,ritz,vacio,,39504.90412,False,,0.00011,1.583,6.172e-05,-3.7325,,,196959.69020989,197212.823339109,True,True,False,False,False
18013,3,003001.000028,003001.000029,E1,A,40090.0,ritz,vacio,,40090.0,False,,160.0,39600.0,0.955,0.281,,,40967.9,41217.35,False,False,False,False,False
18014,3,003001.000028,003001.000030,E1,A,40090.0,ritz,vacio,,40090.0,False,,160.0,39600.0,1.91,0.582,,,40967.9,41217.35,False,False,False,False,False
18015,2,002001.000135,002001.000162,E1,AAA,41133.35165,ritz,vacio,,41133.35165,False,,0.00012,16240.0,0.13731,-0.38517,,,196955.225652215,197198.33737542,True,True,False,False,False
18016,2,002001.000134,002001.000161,E1,AAA,41134.21394,ritz,vacio,,41134.21394,False,,0.00012,12179.0,0.18536,-0.033,,,196955.224035287,197198.33066214,True,True,False,False,False
18017,2,002001.000133,002001.000160,E1,AAA,41134.28695,ritz,vacio,,41134.28695,False,,0.00012,13642.0,0.24718,0.23811,,,196955.223920571,197198.33011596,True,True,False,False,False
18018,2,002001.000134,002001.000160,E1,AAA,41134.30636,ritz,vacio,,41134.30636,False,,0.00012,2435.9,0.061791,-0.51011,,,196955.224035287,197198.33011596,True,True,False,False,False
18019,2,002001.000135,002001.000161,E1,AAA,41134.48753,ritz,vacio,,41134.48753,False,,0.00012,4060.1,0.10299,-0.51007,,,196955.225652215,197198.33066214,True,True,False,False,False
18020,2,002001.000135,002001.000160,E1,AAA,41134.57995,ritz,vacio,,41134.57995,False,,0.00012,162.4,0.006866,-1.68617,,,196955.225652215,197198.33011596,True,True,False,False,False
18021,11,007001.000086,007001.000116,E1,C,42599.4,ritz,vacio,,42599.4,False,,,2840.0,0.0515,-0.51,,,110286.305,110521.05,False,False,False,False,False
18022,2,002001.000020,002001.000025,E1,AAA,43963.8341,ritz,vacio,,43963.8341,False,,0.0014,115.39,0.0020062,-1.99866,,,191217.0383609,191444.49804915,True,True,False,False,False
18023,2,002001.000021,002001.000025,E1,AAA,43965.573,ritz,vacio,,43965.573,False,,0.0014,1730.8,0.050157,-0.82255,,,191217.0473571,191444.49804915,True,True,False,False,False
18024,2,002001.000020,002001.000024,E1,AAA,43967.4138,ritz,vacio,,43967.4138,False,,0.0014,1038.3,0.030091,-0.82259,,,191217.0383609,191444.47952984,True,True,False,False,False
18025,2,002001.000020,002001.000023,E1,AAA,43967.646,ritz,vacio,,43967.646,False,,0.0014,4153.9,0.16854,-0.07432,,,191217.0383609,191444.47832914,True,True,False,False,False
18026,2,002001.000021,002001.000024,E1,AAA,43969.153,ritz,vacio,,43969.153,False,,0.0014,3115.0,0.15047,-0.34542,,,191217.0473571,191444.47952984,True,True,False,False,False
18027,2,002001.000022,002001.000025,E1,AAA,43986.9091,ritz,vacio,,43986.9091,False,,0.0014,2307.7,0.20082,-0.6972,,,191217.1576834,191444.49804915,True,True,False,False,False
18028,13,008001.000001,008001.000036,E2,C+,44057.3,ritz,vacio,,44057.3,False,,,1.34e-10,7.8e-16,-14.409,,,0.0,226.977,False,False,False,False,False
18029,2,002001.000157,002001.000159,E1,AAA,44969.54266,ritz,vacio,,44969.54266,False,,0.00024,44230.0,0.44698,0.12741,,,196959.69020989,197182.0629406,True,True,False,False,False
18030,1,001001.001.000071,001001.001.000075,E1,AAA,45234.8,ritz,vacio,,45234.8,False,,0.3,1368.9,0.069418,1.43476,,,109119.1917,109340.2604,True,True,False,False,False
18031,1,001001.001.000070,001001.001.000073,E1,AAA,45340.8,ritz,vacio,,45340.8,False,,0.4,3025.7,0.14126,1.67893,22.0,(),109029.7913,109250.3433,True,True,False,False,False
18032,4,003002.000049,003002.000055,E1,AA,45500.0,ritz,vacio,,45500.0,False,,40.0,0.524,2.711e-05,-4.09,,,597661.86,597881.65,True,True,False,False,False
18033,4,003002.000050,003002.000055,E1,AA,45640.0,ritz,vacio,,45640.0,False,,40.0,0.2023,6.318e-06,-4.5005,,,597662.53,597881.65,True,True,False,False,False
18034,4,003002.000023,003002.000031,E1,AA,44570.0,ritz,vacio,,44570.0,False,,240.0,0.0002157,6.862e-09,-7.6864,,,582612.15,582836.5,True,True,False,False,False
18035,4,003002.000024,003002.000031,E1,AA,44650.0,ritz,vacio,,44650.0,False,,240.0,0.2804,5.371e-06,-4.571,,,582612.54,582836.5,True,True,False,False,False
18036,1,001001.001.000072,001001.001.000077,E1,AAA,46890.6,ritz,vacio,,46890.6,False,,0.3,690.26,0.04045,1.26013,,,109191.3154,109404.5776,True,True,False,False,False
18037,4,003002.000048,003002.000052,E1,AAA,46900.0,ritz,vacio,,46900.0,False,,50.0,2842.9,0.28129,-0.55084,,,597661.48,597874.68,True,True,False,False,False
18038,4,003002.000049,003002.000053,E1,AAA,46900.0,ritz,vacio,,46900.0,False,,30.0,3837.5,0.21093,-0.19874,,,597661.86,597875.07,True,True,False,False,False
18039,4,003002.000050,003002.000054,E1,AAA,46900.0,ritz,vacio,,46900.0,False,,30.0,5117.4,0.2363,0.07243,,,597662.53,597875.73,True,True,False,False,False
18040,4,003002.000049,003002.000052,E1,AAA,46990.0,ritz,vacio,,46990.0,False,,50.0,2132.2,0.070578,-0.67421,,,597661.86,597874.68,True,True,False,False,False
18041,4,003002.000050,003002.000053,E1,AAA,47050.0,ritz,vacio,,47050.0,False,,30.0,1279.1,0.04245,-0.67316,,,597662.53,597875.07,True,True,False,False,False
18042,4,003002.000050,003002.000052,E1,AAA,47140.0,ritz,vacio,,47140.0,False,,50.0,142.15,0.002841,-1.84756,,,597662.53,597874.68,True,True,False,False,False
18043,2,002001.000072,002001.000097,E1,AA,47426.9473,ritz,vacio,,47426.9473,False,,0.0009,0.001693,5.71e-08,-6.7662,,,195868.2343699,196079.08496364,True,True,False,False,False
18044,2,002001.000130,002001.000158,E1,AAA,47641.3166,ritz,vacio,,47641.3166,False,,0.0003,6044.4,0.1234,-0.2097,,,196935.32881198,197145.2306518,True,True,False,False,False
18045,2,002001.000131,002001.000158,E1,AAA,47641.4872,ritz,vacio,,47641.4872,False,,0.0003,18133.0,0.61702,0.26742,,,196935.32956383,197145.2306518,True,True,False,False,False
18046,2,002001.000132,002001.000158,E1,AAA,47643.5841,ritz,vacio,,47643.5841,False,,0.0003,30222.0,3.0854,0.48931,,,196935.33880189,197145.2306518,True,True,False,False,False
18047,1,001001.001.000069,001001.001.000071,E1,AAA,49487.6,ritz,vacio,,49487.6,False,,0.3,7884.2,0.39401,2.05489,13.0,(),108917.1209,109119.1917,False,True,False,False,False
18048,4,003002.000026,003002.000031,E1,AAA,48440.0,ritz,vacio,,48440.0,False,,280.0,1202.4,0.027268,-0.86538,,,582630.08,582836.5,True,True,False,False,False
18049,1,001001.001.000067,001001.001.000068,E1,AAA,52534.8,ritz,vacio,,52534.8,False,,0.4,43766.0,2.1912,2.64171,60.0,(),108581.9945,108772.3445,False,False,False,False,False
18050,1,001001.001.000072,001001.001.000076,E1,AAA,54454.3,ritz,vacio,,54454.3,False,,0.4,1022.8,0.072954,1.51626,,,109191.3154,109374.9555,True,True,False,False,False
18051,11,007001.000093,007001.000117,E1,C,54828.2,ritz,vacio,,54828.2,False,,,1270.0,0.0429,-0.464,,,110362.462,110544.85,False,False,False,False,False
18052,1,001001.001.000071,001001.001.000074,E1,AAA,55533.2,ritz,vacio,,55533.2,False,,0.4,2192.0,0.14943,1.76773,,,109119.1917,109299.2642,True,True,False,False,False
18053,3,003001.000033,003001.000034,E1,A,60800.0,ritz,vacio,,60800.0,False,,400.0,19600.0,1.08,0.336,,,41587.1,41751.63,False,False,False,False,False
18054,3,003001.000033,003001.000035,E1,A,60800.0,ritz,vacio,,60800.0,False,,400.0,19600.0,2.17,0.638,,,41587.1,41751.63,False,False,False,False,False
18055,1,001001.001.000070,001001.001.000072,E1,AAA,61910.3,ritz,vacio,,61910.3,False,,0.7,5496.1,0.42047,2.15266,20.0,(),109029.7913,109191.3154,True,True,False,False,False
18056,2,002001.000051,002001.000071,E1,AAA,62484.471,ritz,vacio,,62484.471,False,,0.003,7432.1,1.3051,0.11564,,,195114.8660951,195274.90585994,True,True,False,False,False
18057,2,002001.000072,002001.000076,E1,AAA,62853.7532,ritz,vacio,,62853.7532,False,,0.0016,12105.0,0.23898,-0.14452,,,195868.2343699,196027.3338587,True,True,False,False,False
18058,2,002001.000072,002001.000075,E1,AAA,62861.5857,ritz,vacio,,62861.5857,False,,0.0016,12105.0,0.71712,0.33271,,,195868.2343699,196027.314035,True,True,False,False,False
18059,2,002001.000072,002001.000074,E1,AAA,62862.2237,ritz,vacio,,62862.2237,False,,0.0016,12105.0,1.1952,0.55457,,,195868.2343699,196027.3124205,True,True,False,False,False
18060,13,008001.000001,008001.000035,M1,A,63185.2,ritz,vacio,,63185.2,False,,,8.91e-05,3.2e-09,-7.796,,,0.0,158.265,False,False,False,False,True
18061,13,008001.000001,008001.000035,E2,C+,63185.2,ritz,vacio,,63185.2,False,,,1.66e-11,5.96e-16,-14.526,,,0.0,158.265,False,False,False,False,True
18062,1,001001.001.000073,001001.001.000077,E1,AAA,64836.4,ritz,vacio,,64836.4,False,,0.6,776.7,0.076483,1.59284,,,109250.3433,109404.5776,True,True,False,False,False
18063,3,003001.000011,003001.000013,E1,AA,64998.0,ritz,vacio,,64998.0,False,,60.0,1273.0,0.1209,-0.315,,,36469.55,36623.4,False,False,False,False,False
18064,3,003001.000011,003001.000012,E1,AA,65007.0,ritz,vacio,,65007.0,False,,60.0,212.1,0.01343,-1.27,,,36469.55,36623.38,False,False,False,False,False
18065,3,003001.000010,003001.000012,E1,AA,65007.0,ritz,vacio,,65007.0,False,,60.0,1060.0,0.1343,-0.5708,,,36469.55,36623.38,False,False,False,False,False
18066,1,001001.001.000072,001001.001.000075,E1,AAA,67138.9,ritz,vacio,,67138.9,False,,0.6,1619.5,0.1576,1.85076,,,109191.3154,109340.2604,True,True,False,False,False
18067,16,009002.000002,009002.000003,M1,B,67160.0,ritz,vacio,,67160.0,False,,,0.000178,4.01e-09,-7.92,,,341.0,489.9,False,False,False,False,False
18068,2,002001.000051,002001.000058,E2,AAA,68539.246,ritz,vacio,,68539.246,False,,0.003,1.2803e-05,4.5084e-09,-8.346,,,195114.8660951,195260.76790341,True,True,False,False,False
18069,1,001001.001.000068,001001.001.000069,E1,AAA,69071.7,observada,vacio,69071.7,69072.0,False,2.4,0.5,27989.0,2.3825,2.76084,14.0,bl,108772.3445,108917.1209,False,False,False,False,False
18070,4,003002.000037,003002.000045,E1,AA,86530.0,ritz,vacio,,86530.0,False,,1730.0,8.057e-05,7.016e-09,-7.6768,,,592502.83,592618.4,True,True,False,False,False
18071,1,001001.001.000071,001001.001.000073,E1,AAA,76247.6,ritz,vacio,,76247.6,False,,1.0,3925.8,0.44691,2.24351,28.0,(),109119.1917,109250.3433,True,True,False,False,False
18072,4,003002.000038,003002.000045,E1,AA,86820.0,ritz,vacio,,86820.0,False,,1740.0,0.08421,4.426e-06,-4.655,,,592503.22,592618.4,True,True,False,False,False
18073,12,007002.000001,007002.000017,E2,D,76452.6,ritz,vacio,,76452.6,False,,,1.12e-12,4.91e-16,-15.31,,,0.0,130.8,False,False,False,False,False
18074,1,001001.001.000073,001001.001.000076,E1,AAA,80249.0,ritz,vacio,,80249.0,False,,0.9,1217.5,0.16575,1.92873,,,109250.3433,109374.9555,True,True,False,False,False
18075,4,003002.000040,003002.000045,E1,AAA,95400.0,ritz,vacio,,95400.0,False,,2100.0,441.35,0.02735,-0.86407,,,592513.56,592618.4,True,True,False,False,False
18076,2,002001.000034,002001.000039,E1,AAA,85870.9685,ritz,vacio,,85870.9685,False,,0.0022,42.152,0.0027959,-1.85451,,,193800.70499,193917.1587831,True,True,False,False,False
18077,2,002001.000035,002001.000039,E1,AAA,85874.3019,ritz,vacio,,85874.3019,False,,0.0022,632.28,0.069902,-0.67839,,,193800.7095104,193917.1587831,True,True,False,False,False
18078,2,002001.000034,002001.000038,E1,AAA,85877.9432,ritz,vacio,,85877.9432,False,,0.0022,379.33,0.041941,-0.67839,,,193800.70499,193917.14932512,True,True,False,False,False
18079,2,002001.000034,002001.000037,E1,AAA,85878.4157,ritz,vacio,,85878.4157,False,,0.0022,1517.5,0.2349,0.06985,,,193800.70499,193917.14868441,True,True,False,False,False
18080,2,002001.000035,002001.000038,E1,AAA,85881.2772,ritz,vacio,,85881.2772,False,,0.0022,1138.0,0.20972,-0.20123,,,193800.7095104,193917.14932512,True,True,False,False,False
18081,2,002001.000036,002001.000039,E1,AAA,85915.21,ritz,vacio,,85915.21,False,,0.0022,843.04,0.27988,-0.55303,,,193800.7649571,193917.1587831,True,True,False,False,False
18082,1,001001.001.000069,001001.001.000070,E1,AAA,88761.0,observada,vacio,88761.0,88754.5,False,8.0,1.1,18569.0,2.5737,2.86995,9.0,bl,108917.1209,109029.7913,False,True,False,False,False
18083,1,001001.001.000072,001001.001.000074,E1,AAA,92636.5,ritz,vacio,,92636.5,False,,1.1,2864.4,0.47334,2.32838,,,109191.3154,109299.2642,True,True,False,False,False
18084,2,002001.000014,002001.000017,E1,AA,92750.408,ritz,vacio,,92750.408,False,,0.006,0.03986,3.084e-06,-4.8119,,,186101.54609533,186209.3623329,True,True,False,False,False
18085,2,002001.000015,002001.000017,E1,AA,92788.445,ritz,vacio,,92788.445,False,,0.006,2.833e-06,3.657e-10,-8.9597,,,186101.59029341,186209.3623329,True,True,False,False,False
18086,2,002001.000098,002001.000102,E1,AAA,94908.812,ritz,vacio,,94908.812,False,,0.003,6067.8,0.27314,-0.0865,,,196461.3592043,196566.7234987,True,True,False,False,False
18087,2,002001.000098,002001.000101,E1,AAA,94920.711,ritz,vacio,,94920.711,False,,0.003,6067.8,0.81962,0.39073,,,196461.3592043,196566.7102909,True,True,False,False,False
18088,2,002001.000098,002001.000100,E1,AAA,94921.679,ritz,vacio,,94921.679,False,,0.003,6067.8,1.3661,0.61259,,,196461.3592043,196566.7092158,True,True,False,False,False
18089,1,001001.001.000074,001001.001.000077,E1,AAA,94954.7,ritz,vacio,,94954.7,False,,1.3,929.51,0.1739,2.00223,,,109299.2642,109404.5776,True,True,False,False,False
18090,2,002001.000016,002001.000017,E1,AAA,95787.057,ritz,vacio,,95787.057,False,,0.006,152.81,0.012612,-1.20026,,,186104.9640951,186209.3623329,True,True,False,False,False
18091,13,008001.000069,008001.000077,E1,C+,97330.2,ritz,vacio,,97330.2,False,,,240.0,0.0417,-0.426,,,102865.506,102968.249,False,False,False,False,False
18092,13,008001.000069,008001.000078,E1,C+,97330.2,ritz,vacio,,97330.2,False,,,40.0,0.00568,-1.291,,,102865.506,102968.249,False,False,False,False,False
18093,13,008001.000069,008001.000079,E1,C+,97330.2,ritz,vacio,,97330.2,False,,,3.43,0.000379,-2.467,,,102865.506,102968.249,False,False,False,False,False
18094,13,008001.000070,008001.000078,E1,C+,97369.1,ritz,vacio,,97369.1,False,,,200.0,0.0365,-0.592,,,102865.547,102968.249,False,False,False,False,False
18095,13,008001.000070,008001.000079,E1,C+,97369.1,ritz,vacio,,97369.1,False,,,72.0,0.0102,-1.145,,,102865.547,102968.249,False,False,False,False,False
18096,13,008001.000070,008001.000080,E1,C+,97369.1,ritz,vacio,,97369.1,False,,,9.6,0.000975,-2.166,,,102865.547,102968.249,False,False,False,False,False
18097,13,008001.000071,008001.000079,E1,C+,97425.1,ritz,vacio,,97425.1,False,,,164.0,0.0327,-0.787,,,102865.606,102968.249,False,False,False,False,False
18098,13,008001.000071,008001.000080,E1,C+,97425.1,ritz,vacio,,97425.1,False,,,95.8,0.0136,-1.166,,,102865.606,102968.249,False,False,False,False,False
18099,13,008001.000071,008001.000081,E1,C+,97425.1,ritz,vacio,,97425.1,False,,,16.0,0.00137,-2.166,,,102865.606,102968.249,False,False,False,False,False
18100,13,008001.000072,008001.000080,E1,C+,97471.6,ritz,vacio,,97471.6,False,,,134.0,0.0318,-1.02,,,102865.655,102968.249,False,False,False,False,False
18101,13,008001.000072,008001.000081,E1,C+,97471.6,ritz,vacio,,97471.6,False,,,112.0,0.016,-1.32,,,102865.655,102968.249,False,False,False,False,False
18102,13,008001.000073,008001.000081,E1,C+,97494.4,ritz,vacio,,97494.4,False,,,112.0,0.0479,-1.32,,,102865.679,102968.249,False,False,False,False,False
18103,2,002001.000073,002001.000097,E1,AAA,99807.981,ritz,vacio,,99807.981,False,,0.004,3404.4,1.5253,0.18335,,,195978.892575,196079.08496364,True,True,False,False,False
18104,1,001001.001.000073,001001.001.000075,E1,AAA,111213.6,ritz,vacio,,111213.6,False,,1.7,2129.5,0.49975,2.40803,,,109250.3433,109340.2604,True,True,False,False,False
18105,1,001001.001.000070,001001.001.000071,E1,AAA,111863.0,observada,vacio,111863.0,111856.3,False,9.0,2.3,12709.0,2.7648,2.97059,14.0,bl,109029.7913,109119.1917,True,True,False,False,False
18106,11,007001.000021,007001.000022,M1,A,120250.0,ritz,vacio,,120250.0,False,,,5.17e-06,2.24e-09,-8.35,,,86137.35,86220.51,False,False,False,False,False
18107,12,007002.000016,007002.000017,M1,A,121800.0,ritz,vacio,,121800.0,False,,,7.46e-06,2.77e-09,-8.08,,,48.7,130.8,False,False,False,False,False
18108,3,003001.000018,003001.000020,E1,A,125976.0,ritz,vacio,,125976.0,False,,224.0,480.0,0.171,-0.164,,,39015.56,39094.94,False,False,False,False,False
18109,3,003001.000018,003001.000019,E1,A,125992.0,ritz,vacio,,125992.0,False,,224.0,80.0,0.019,-1.118,,,39015.56,39094.93,False,False,False,False,False
