Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p3.(4S*).29d""","=""3D*""","=""1""",3,"=""""","=""13.60174""","=""""","=""""","=""008001.000263""","="""""
"=""2s2.2p3.(4S*).31s""","=""3S*""","=""1""",3,"=""""","=""13.60277""","=""""","=""""","=""008001.000264""","="""""
"=""2s2.2p3.(4S*).30d""","=""3D*""","=""3""",7,"=""""","=""13.60277""","=""""","=""""","=""008001.000265""","="""""
"=""2s2.2p3.(4S*).30d""","=""3D*""","=""2""",5,"=""""","=""13.60277""","=""""","=""""","=""008001.000266""","="""""
"=""2s2.2p3.(4S*).30d""","=""3D*""","=""1""",3,"=""""","=""13.60277""","=""""","=""""","=""008001.000267""","="""""
"=""O II (2p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""""","=""13.618055""","=""""","=""0.000007""","=""008001.Lim001""","=""L74,L3760"""
"=""2s2.2p3.(2D*).3p""","=""1P""","=""1""",3,"=""""","=""14.0355624""","=""""","=""""","=""008001.000269""","="""""
"=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",7,"=""""","=""14.0467669""","=""""","=""""","=""008001.000270""","="""""
"=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",5,"=""""","=""14.0467717""","=""""","=""""","=""008001.000271""","="""""
"=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",3,"=""""","=""14.0472014""","=""""","=""""","=""008001.000272""","="""""
