element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,ID_i,ID_k,
He,1,"=""""","=""""","=""4950.291717""","=""0.000006""","=""""","=""1.3573e+04""","=""4.9865e-03""","=""-1.60324""",AAA,"=""[195192.7403680]""","=""[197212.823339109]""","=""1s.6p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""","=""002001.000052""","=""002001.000164""",
He,1,"=""""","=""""","=""4950.291923""","=""0.000006""","=""""","=""5.4296e+04""","=""2.7926e-02""","=""-0.85502""",AAA,"=""[195192.7403680]""","=""[197212.823255258]""","=""1s.6p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000052""","=""002001.000163""",
He,1,"=""""","=""""","=""4950.295164""","=""0.000006""","=""""","=""2.2623e+04""","=""8.3113e-03""","=""-1.60321""",AAA,"=""[195192.7429528]""","=""[197212.824517451]""","=""1s.6p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""","=""002001.000053""","=""002001.000165""",
He,1,"=""""","=""""","=""4950.298051""","=""0.000006""","=""""","=""4.0719e+04""","=""2.4932e-02""","=""-1.12611""",AAA,"=""[195192.7429528]""","=""[197212.823339109]""","=""1s.6p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""","=""002001.000053""","=""002001.000164""",
He,1,"=""""","=""""","=""4950.372902""","=""0.000006""","=""""","=""3.0164e+04""","=""3.3246e-02""","=""-1.47826""",AAA,"=""[195192.7746751]""","=""[197212.824517451]""","=""1s.6p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""","=""002001.000054""","=""002001.000165""",
N,1,"=""""","=""""","=""4951.797""","=""""","=""""","=""4.85e+05""","=""1.34e-01""","=""0.029""",C,"=""105017.600""","=""107037.069""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",8,6,,"=""u18,LS""","=""""","=""007001.000060""","=""007001.000070""",
C,1,"=""4962.913""","=""0.003""","=""4962.9207""","=""0.0005""","=""2100p""","=""2.13e+05""","=""4.7e-02""","=""-0.63""",B,"=""79310.86822""","=""81325.81077""","=""2s2.2p.3d""","=""3P*""","=""2""","=""2s2.2p.4p""","=""3P""","=""1""",5,3,,"=""T6070n""","=""L12175c183""","=""006001.000044""","=""006001.000053""",
N,1,"=""""","=""""","=""4971.01""","=""""","=""""","=""2.99e+04""","=""2.22e-02""","=""-1.354""",C,"=""104984.37""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",2,4,,"=""u18,LS""","=""""","=""007001.000057""","=""007001.000069""",
C,1,"=""4982.554""","=""0.0025""","=""4982.5574""","=""0.0006""","=""2000""","=""1.77e+05""","=""6.6e-02""","=""-0.70""",B,"=""79318.8093""","=""81325.81077""","=""2s2.2p.3d""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3P""","=""1""",3,3,,"=""T6070n""","=""L12175c183""","=""006001.000045""","=""006001.000053""",
C,1,"=""4993.451""","=""0.003""","=""4993.4524""","=""0.0010""","=""2600""","=""2.03e+05""","=""2.28e-01""","=""-0.64""",B,"=""79323.1883""","=""81325.81077""","=""2s2.2p.3d""","=""3P*""","=""0""","=""2s2.2p.4p""","=""3P""","=""1""",1,3,,"=""T6070n""","=""L12175c183""","=""006001.000046""","=""006001.000053""",
N,1,"=""""","=""""","=""5000.60""","=""""","=""""","=""1.88e+05""","=""7.05e-02""","=""-0.550""",C,"=""104996.27""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",4,4,,"=""u18,LS""","=""""","=""007001.000058""","=""007001.000069""",
He,1,"=""""","=""""","=""5001.946480""","=""0.000018""","=""""","=""1.0521e+04""","=""1.3154e-03""","=""-2.40381""",AAA,"=""[194936.1170910]""","=""[196935.33880189]""","=""1s.6s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""","=""002001.000050""","=""002001.000132""",
He,1,"=""""","=""""","=""5001.969593""","=""0.000018""","=""""","=""1.0521e+04""","=""3.9464e-03""","=""-1.92668""",AAA,"=""[194936.1170910]""","=""[196935.32956383]""","=""1s.6s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""","=""002001.000050""","=""002001.000131""",
He,1,"=""""","=""""","=""5001.971475""","=""0.000018""","=""""","=""1.0521e+04""","=""6.5773e-03""","=""-1.70483""",AAA,"=""[194936.1170910]""","=""[196935.32881198]""","=""1s.6s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""","=""002001.000050""","=""002001.000130""",
Ne,1,"=""5006.26""","=""0.40""","=""5006.54""","=""0.04""","=""10""","=""""","=""""","=""""",,"=""170289.6782""","=""172287.066""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<3/2>).9p""","=""2[5/2]""","=""2""",7,5,,"=""""","=""L1975""","=""010001.000116""","=""010001.000231""",
N,1,"=""""","=""""","=""5009.74""","=""""","=""""","=""2.93e+05""","=""1.10e-01""","=""-0.657""",C,"=""104984.37""","=""106980.480""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",2,2,,"=""u18,LS""","=""""","=""007001.000057""","=""007001.000068""",
C,1,"=""5019.462""","=""0.003""","=""5019.4627""","=""0.0008""","=""1400""","=""5.7e+05""","=""7.2e-02""","=""-0.67""",B,"=""79318.8093""","=""81311.0544""","=""2s2.2p.3d""","=""3P*""","=""1""","=""2s2.2p.4p""","=""3P""","=""0""",3,1,,"=""T6070n""","=""L12175c183""","=""006001.000045""","=""006001.000052""",
C,1,"=""""","=""""","=""5021.5846""","=""0.0008""","=""""","=""2.7e+04""","=""1.4e-02""","=""-1.15""",C,"=""81769.87089""","=""83761.27417""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.4d""","=""3F*""","=""3""",5,7,,"=""T6070""","=""""","=""006001.000055""","=""006001.000061""",
N,1,"=""""","=""""","=""5026.770""","=""""","=""""","=""1.35e+04""","=""5.11e-03""","=""-1.513""",D+,"=""104825.110""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",6,6,,"=""u18,LS""","=""""","=""007001.000053""","=""007001.000066""",
N,1,"=""""","=""""","=""5031.49""","=""""","=""""","=""3.64e+05""","=""9.21e-02""","=""-0.258""",C,"=""105008.55""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",6,4,,"=""u18,LS""","=""""","=""007001.000059""","=""007001.000069""",
N,1,"=""""","=""""","=""5039.79""","=""""","=""""","=""2.87e+05""","=""5.46e-02""","=""-0.660""",C,"=""104996.27""","=""106980.480""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",4,2,,"=""u18,LS""","=""""","=""007001.000058""","=""007001.000068""",
C,1,"=""""","=""""","=""5043.9634""","=""0.0013""","=""""","=""3.7e+04""","=""8.5e-03""","=""-1.37""",C,"=""81769.87089""","=""83752.4388""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.5s""","=""3P*""","=""1""",5,3,,"=""T6070""","=""""","=""006001.000055""","=""006001.000060""",
C,1,"=""""","=""""","=""5056.7325""","=""0.0008""","=""""","=""3.3e+03""","=""1.2e-03""","=""-2.20""",C,"=""81769.87089""","=""83747.43248""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.4d""","=""3F*""","=""2""",5,5,,"=""T6070""","=""""","=""006001.000055""","=""006001.000059""",
Ne,1,"=""5081.56""","=""0.40""","=""5081.756""","=""0.004""","=""10""","=""""","=""""","=""""",,"=""167559.0633""","=""169526.8869""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",7,7,,"=""""","=""L1975""","=""010001.000063""","=""010001.000089""",
H,1,"=""""","=""""","=""5091.321""","=""0.004""","=""""","=""7.5169e+02""","=""2.3839e-03""","=""-0.63148""",AAA,"=""107440.4508""","=""[109404.5776]""","=""7""","=""""","=""""","=""20""","=""""","=""""",98,800,,"=""T8637""","=""""","=""001001.001.000064""","=""001001.001.000077""",
He,1,"=""""","=""""","=""5114.2548766""","=""0.0000018""","=""""","=""1.1910e+04""","=""2.8021e-03""","=""-1.85355""",AAA,"=""[195260.76790341]""","=""[197216.086955998]""","=""1s.6d""","=""1D""","=""2""","=""1s.10p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""","=""002001.000058""","=""002001.000187""",
N,1,"=""""","=""""","=""5115.80""","=""""","=""""","=""2.99e+04""","=""1.76e-02""","=""-1.152""",D+,"=""104859.73""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",4,6,,"=""u18,LS""","=""""","=""007001.000054""","=""007001.000066""",
Ne,1,"=""5116.59""","=""0.40""","=""5116.639""","=""0.004""","=""30""","=""""","=""""","=""""",,"=""165912.7861""","=""167867.1941""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",3,1,,"=""""","=""L1975""","=""010001.000043""","=""010001.000075""",
He,1,"=""""","=""""","=""5119.5874629""","=""0.0000003""","=""""","=""2.064e+03""","=""8.108e-04""","=""-2.2460""",AA,"=""[195260.06875373]""","=""[197213.351136821]""","=""1s.6d""","=""3D""","=""3""","=""1s.10f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000055""","=""002001.000170""",
He,1,"=""""","=""""","=""5119.5884541""","=""0.0000003""","=""""","=""1.589e+04""","=""8.739e-03""","=""-1.3596""",AA,"=""[195260.06913189]""","=""[197213.351136821]""","=""1s.6d""","=""3D""","=""2""","=""1s.10f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000056""","=""002001.000170""",
He,1,"=""""","=""""","=""5119.5898209""","=""0.0000003""","=""""","=""3.7291e+02""","=""1.0467e-04""","=""-3.13510""",AAA,"=""[195260.06875373]""","=""[197213.350237182]""","=""1s.6d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000055""","=""002001.000169""",
He,1,"=""""","=""""","=""5119.5908120""","=""0.0000003""","=""""","=""1.3051e+04""","=""5.1283e-03""","=""-1.59106""",AAA,"=""[195260.06913189]""","=""[197213.350237182]""","=""1s.6d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""","=""002001.000056""","=""002001.000169""",
He,1,"=""""","=""""","=""5119.5912647""","=""0.0000003""","=""""","=""8.3906e+04""","=""4.2390e-02""","=""-0.52764""",AAA,"=""[195260.06875373]""","=""[197213.349686315]""","=""1s.6d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""","=""002001.000055""","=""002001.000168""",
He,1,"=""""","=""""","=""5119.5920354""","=""0.0000003""","=""""","=""7.2594e+03""","=""2.8525e-03""","=""-1.69967""",AAA,"=""[195260.06875373]""","=""[197213.349392262]""","=""1s.6d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000055""","=""002001.000167""",
He,1,"=""""","=""""","=""5119.5930266""","=""0.0000003""","=""""","=""5.8698e+04""","=""3.2291e-02""","=""-0.79195""",AAA,"=""[195260.06913189]""","=""[197213.349392262]""","=""1s.6d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000056""","=""002001.000167""",
He,1,"=""""","=""""","=""5119.6051390""","=""0.0000003""","=""""","=""7.0481e+04""","=""4.6158e-02""","=""-0.85863""",AAA,"=""[195260.07459804]""","=""[197213.350237182]""","=""1s.6d""","=""3D""","=""1""","=""1s.10f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""","=""002001.000057""","=""002001.000169""",
N,1,"=""""","=""""","=""5119.733""","=""""","=""""","=""2.13e+03""","=""5.58e-04""","=""-2.475""",D+,"=""104825.110""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",6,4,,"=""u18,LS""","=""""","=""007001.000053""","=""007001.000065""",
He,1,"=""""","=""""","=""5121.4206027""","=""0.0000003""","=""""","=""6.5928e+04""","=""3.6294e-02""","=""-0.74119""",AAA,"=""[195260.76790341]""","=""[197213.351136821]""","=""1s.6d""","=""1D""","=""2""","=""1s.10f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000058""","=""002001.000170""",
He,1,"=""""","=""""","=""5121.4251785""","=""0.0000003""","=""""","=""1.794e+04""","=""9.877e-03""","=""-1.3064""",AA,"=""[195260.76790341]""","=""[197213.349392262]""","=""1s.6d""","=""1D""","=""2""","=""1s.10f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000058""","=""002001.000167""",
He,1,"=""""","=""""","=""5121.664411""","=""0.000008""","=""""","=""4.6191e+04""","=""1.0899e-02""","=""-1.26364""",AAA,"=""[195192.7403680]""","=""[197145.2306518]""","=""1s.6p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""","=""002001.000052""","=""002001.000158""",
He,1,"=""""","=""""","=""5121.671192""","=""0.000008""","=""""","=""2.7715e+04""","=""1.0899e-02""","=""-1.48548""",AAA,"=""[195192.7429528]""","=""[197145.2306518]""","=""1s.6p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""","=""002001.000053""","=""002001.000158""",
He,1,"=""""","=""""","=""5121.754405""","=""0.000008""","=""""","=""9.2383e+03""","=""1.0900e-02""","=""-1.96259""",AAA,"=""[195192.7746751]""","=""[197145.2306518]""","=""1s.6p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""","=""002001.000054""","=""002001.000158""",
Li,1,"=""""","=""""","=""5122""","=""3""","=""""","=""1.30e+05""","=""5.10e-02""","=""-0.991""",A,"=""39015.56""","=""40967.9""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""","=""003001.000017""","=""003001.000028""",
Li,1,"=""""","=""""","=""5122""","=""3""","=""""","=""2.59e+05""","=""5.10e-02""","=""-0.690""",A,"=""39015.56""","=""40967.9""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""","=""003001.000018""","=""003001.000028""",
He,1,"=""""","=""""","=""5125.58498999""","=""0.00000005""","=""""","=""3.942e+03""","=""1.996e-03""","=""-1.8547""",AA,"=""[195262.421610707]""","=""[197213.418427564]""","=""1s.6f""","=""3F*""","=""3""","=""1s.10g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""","=""002001.000059""","=""002001.000174""",
He,1,"=""""","=""""","=""5125.58554950""","=""0.00000005""","=""""","=""5.7967e+03""","=""2.2831e-03""","=""-1.79638""",AAA,"=""[195262.421610707]""","=""[197213.418214592]""","=""1s.6f""","=""3F*""","=""3""","=""1s.10g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000059""","=""002001.000173""",
He,1,"=""""","=""""","=""5125.58728375""","=""0.00000005""","=""""","=""9.0152e+04""","=""4.5652e-02""","=""-0.49544""",AAA,"=""[195262.421610707]""","=""[197213.417554469]""","=""1s.6f""","=""3F*""","=""3""","=""1s.10g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""","=""002001.000059""","=""002001.000171""",
He,1,"=""""","=""""","=""5125.58920565""","=""0.00000005""","=""""","=""2.957e+03""","=""1.164e-03""","=""-1.9796""",AA,"=""[195262.423215351]""","=""[197213.418427564]""","=""1s.6f""","=""3F*""","=""4""","=""1s.10g""","=""1G""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000060""","=""002001.000174""",
He,1,"=""""","=""""","=""5125.58976517""","=""0.00000005""","=""""","=""1.2577e+02""","=""3.8528e-05""","=""-3.45998""",AAA,"=""[195262.423215351]""","=""[197213.418214592]""","=""1s.6f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000060""","=""002001.000173""",
He,1,"=""""","=""""","=""5125.59059214""","=""0.00000005""","=""""","=""9.8602e+04""","=""4.7466e-02""","=""-0.36938""",AAA,"=""[195262.423215351]""","=""[197213.417899815]""","=""1s.6f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""5""",9,11,,"=""T8636c73""","=""""","=""002001.000060""","=""002001.000172""",
He,1,"=""""","=""""","=""5125.59149942""","=""0.00000005""","=""""","=""3.2062e+03""","=""1.2628e-03""","=""-1.94442""",AAA,"=""[195262.423215351]""","=""[197213.417554469]""","=""1s.6f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000060""","=""002001.000171""",
He,1,"=""""","=""""","=""5125.59646846""","=""0.00000005""","=""""","=""9.0553e+04""","=""4.9932e-02""","=""-0.60265""",AAA,"=""[195262.425766876]""","=""[197213.418214592]""","=""1s.6f""","=""3F*""","=""2""","=""1s.10g""","=""3G""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000061""","=""002001.000173""",
He,1,"=""""","=""""","=""5125.60487118""","=""0.00000005""","=""""","=""9.1703e+04""","=""4.6438e-02""","=""-0.48803""",AAA,"=""[195262.429178233]""","=""[197213.418427564]""","=""1s.6f""","=""1F*""","=""3""","=""1s.10g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""","=""002001.000062""","=""002001.000174""",
He,1,"=""""","=""""","=""5125.60543070""","=""0.00000005""","=""""","=""2.127e+03""","=""8.376e-04""","=""-2.2319""",AA,"=""[195262.429178233]""","=""[197213.418214592]""","=""1s.6f""","=""1F*""","=""3""","=""1s.10g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000062""","=""002001.000173""",
He,1,"=""""","=""""","=""5125.60716497""","=""0.00000005""","=""""","=""5.244e+03""","=""2.656e-03""","=""-1.7307""",AA,"=""[195262.429178233]""","=""[197213.417554469]""","=""1s.6f""","=""1F*""","=""3""","=""1s.10g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""","=""002001.000062""","=""002001.000171""",
He,1,"=""""","=""""","=""5126.327600910""","=""0.000000008""","=""""","=""3.202e+00""","=""1.542e-06""","=""-4.8577""",AA,"=""[195262.720476278]""","=""[197213.434667510]""","=""1s.6g""","=""3G""","=""4""","=""1s.10h""","=""1H*""","=""5""",9,11,,"=""T8636c73""","=""""","=""002001.000063""","=""002001.000178""",
He,1,"=""""","=""""","=""5126.328002357""","=""0.000000008""","=""""","=""2.3219e+03""","=""9.1477e-04""","=""-2.08444""",AAA,"=""[195262.720476278]""","=""[197213.434514748]""","=""1s.6g""","=""3G""","=""4""","=""1s.10h""","=""3H*""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000063""","=""002001.000177""",
He,1,"=""""","=""""","=""5126.329133014""","=""0.000000008""","=""""","=""8.9521e+04""","=""4.3107e-02""","=""-0.41121""",AAA,"=""[195262.720476278]""","=""[197213.434084501]""","=""1s.6g""","=""3G""","=""4""","=""1s.10h""","=""3H*""","=""5""",9,11,,"=""T8636c73""","=""""","=""002001.000063""","=""002001.000175""",
He,1,"=""""","=""""","=""5126.331810466""","=""0.000000008""","=""""","=""1.773e+03""","=""6.984e-04""","=""-2.1145""",AA,"=""[195262.722078133]""","=""[197213.434667510]""","=""1s.6g""","=""3G""","=""5""","=""1s.10h""","=""1H*""","=""5""",11,11,,"=""T8636c73""","=""""","=""002001.000064""","=""002001.000178""",
He,1,"=""""","=""""","=""5126.332211914""","=""0.000000008""","=""""","=""4.5148e+01""","=""1.4553e-05""","=""-3.79565""",AAA,"=""[195262.722078133]""","=""[197213.434514748]""","=""1s.6g""","=""3G""","=""5""","=""1s.10h""","=""3H*""","=""4""",11,9,,"=""T8636c73""","=""""","=""002001.000064""","=""002001.000177""",
He,1,"=""""","=""""","=""5126.332749864""","=""0.000000008""","=""""","=""9.1424e+04""","=""4.2568e-02""","=""-0.32953""",AAA,"=""[195262.722078133]""","=""[197213.434310043]""","=""1s.6g""","=""3G""","=""5""","=""1s.10h""","=""3H*""","=""6""",11,13,,"=""T8636c73""","=""""","=""002001.000064""","=""002001.000176""",
He,1,"=""""","=""""","=""5126.333342572""","=""0.000000008""","=""""","=""1.8843e+03""","=""7.4237e-04""","=""-2.08799""",AAA,"=""[195262.722078133]""","=""[197213.434084501]""","=""1s.6g""","=""3G""","=""5""","=""1s.10h""","=""3H*""","=""5""",11,11,,"=""T8636c73""","=""""","=""002001.000064""","=""002001.000175""",
He,1,"=""""","=""""","=""5126.336042230""","=""0.000000008""","=""""","=""8.6910e+04""","=""4.4024e-02""","=""-0.51122""",AAA,"=""[195262.723535674]""","=""[197213.434514748]""","=""1s.6g""","=""3G""","=""3""","=""1s.10h""","=""3H*""","=""4""",7,9,,"=""T8636c73""","=""""","=""002001.000065""","=""002001.000177""",
He,1,"=""""","=""""","=""5126.338222910""","=""0.000000008""","=""""","=""8.9648e+04""","=""4.3168e-02""","=""-0.41060""",AAA,"=""[195262.724518244]""","=""[197213.434667510]""","=""1s.6g""","=""1G""","=""4""","=""1s.10h""","=""1H*""","=""5""",9,11,,"=""T8636c73""","=""""","=""002001.000066""","=""002001.000178""",
He,1,"=""""","=""""","=""5126.338624358""","=""0.000000008""","=""""","=""2.148e+03""","=""8.462e-04""","=""-2.1183""",AA,"=""[195262.724518244]""","=""[197213.434514748]""","=""1s.6g""","=""1G""","=""4""","=""1s.10h""","=""3H*""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000066""","=""002001.000177""",
He,1,"=""""","=""""","=""5126.339755019""","=""0.000000008""","=""""","=""1.863e+01""","=""8.969e-06""","=""-4.0930""",AA,"=""[195262.724518244]""","=""[197213.434084501]""","=""1s.6g""","=""1G""","=""4""","=""1s.10h""","=""3H*""","=""5""",9,11,,"=""T8636c73""","=""""","=""002001.000066""","=""002001.000175""",
He,1,"=""""","=""""","=""5126.498221721""","=""0.000000004""","=""""","=""8.9202e+02""","=""3.5146e-04""","=""-2.41273""",AAA,"=""[195262.790444878]""","=""[197213.439712175]""","=""1s.6h""","=""3H*""","=""5""","=""1s.10i""","=""3I""","=""5""",11,11,,"=""T8636c73""","=""""","=""002001.000067""","=""002001.000181""",
He,1,"=""""","=""""","=""5126.499016298""","=""0.000000004""","=""""","=""5.1980e+04""","=""2.4204e-02""","=""-0.57472""",AAA,"=""[195262.790444878]""","=""[197213.439409836]""","=""1s.6h""","=""3H*""","=""5""","=""1s.10i""","=""3I""","=""6""",11,13,,"=""T8636c73""","=""""","=""002001.000067""","=""002001.000179""",
He,1,"=""""","=""""","=""5126.500664939""","=""0.000000004""","=""""","=""7.136e+02""","=""2.811e-04""","=""-2.4371""",AA,"=""[195262.791489053]""","=""[197213.439826698]""","=""1s.6h""","=""3H*""","=""6""","=""1s.10i""","=""1I""","=""6""",13,13,,"=""T8636c73""","=""""","=""002001.000068""","=""002001.000182""",
He,1,"=""""","=""""","=""5126.500965917""","=""0.000000004""","=""""","=""1.2106e+01""","=""4.0360e-06""","=""-4.28011""",AAA,"=""[195262.791489053]""","=""[197213.439712175]""","=""1s.6h""","=""3H*""","=""6""","=""1s.10i""","=""3I""","=""5""",13,11,,"=""T8636c73""","=""""","=""002001.000068""","=""002001.000181""",
He,1,"=""""","=""""","=""5126.501344742""","=""0.000000004""","=""""","=""5.2736e+04""","=""2.3975e-02""","=""-0.50630""",AAA,"=""[195262.791489053]""","=""[197213.439568031]""","=""1s.6h""","=""3H*""","=""6""","=""1s.10i""","=""3I""","=""7""",13,15,,"=""T8636c73""","=""""","=""002001.000068""","=""002001.000180""",
He,1,"=""""","=""""","=""5126.501760495""","=""0.000000004""","=""""","=""7.5132e+02""","=""2.9602e-04""","=""-2.41473""",AAA,"=""[195262.791489053]""","=""[197213.439409836]""","=""1s.6h""","=""3H*""","=""6""","=""1s.10i""","=""3I""","=""6""",13,13,,"=""T8636c73""","=""""","=""002001.000068""","=""002001.000179""",
He,1,"=""""","=""""","=""5126.503456733""","=""0.000000004""","=""""","=""5.0992e+04""","=""2.4556e-02""","=""-0.65561""",AAA,"=""[195262.792436815]""","=""[197213.439712175]""","=""1s.6h""","=""3H*""","=""4""","=""1s.10i""","=""3I""","=""5""",9,11,,"=""T8636c73""","=""""","=""002001.000069""","=""002001.000181""",
He,1,"=""""","=""""","=""5126.505014340""","=""0.000000004""","=""""","=""5.2021e+04""","=""2.4223e-02""","=""-0.57438""",AAA,"=""[195262.793144011]""","=""[197213.439826698]""","=""1s.6h""","=""1H*""","=""5""","=""1s.10i""","=""1I""","=""6""",11,13,,"=""T8636c73""","=""""","=""002001.000070""","=""002001.000182""",
He,1,"=""""","=""""","=""5126.505315318""","=""0.000000004""","=""""","=""8.392e+02""","=""3.307e-04""","=""-2.4392""",AA,"=""[195262.793144011]""","=""[197213.439712175]""","=""1s.6h""","=""1H*""","=""5""","=""1s.10i""","=""3I""","=""5""",11,11,,"=""T8636c73""","=""""","=""002001.000070""","=""002001.000181""",
He,1,"=""""","=""""","=""5126.506109897""","=""0.000000004""","=""""","=""4.596e+00""","=""2.140e-06""","=""-4.6282""",AA,"=""[195262.793144011]""","=""[197213.439409836]""","=""1s.6h""","=""1H*""","=""5""","=""1s.10i""","=""3I""","=""6""",11,13,,"=""T8636c73""","=""""","=""002001.000070""","=""002001.000179""",
He,1,"=""""","=""""","=""5126.547122568""","=""0.000000013""","=""""","=""1.470e+02""","=""4.505e-05""","=""-3.3920""",AA,"=""[195262.720476278]""","=""[197213.351136821]""","=""1s.6g""","=""3G""","=""4""","=""1s.10f""","=""1F*""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000063""","=""002001.000170""",
He,1,"=""""","=""""","=""5126.550934716""","=""0.000000013""","=""""","=""4.6237e+01""","=""1.8218e-05""","=""-3.78526""",AAA,"=""[195262.720476278]""","=""[197213.349686315]""","=""1s.6g""","=""3G""","=""4""","=""1s.10f""","=""3F*""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000063""","=""002001.000168""",
He,1,"=""""","=""""","=""5126.551707532""","=""0.000000013""","=""""","=""1.6245e+03""","=""4.9783e-04""","=""-2.34867""",AAA,"=""[195262.720476278]""","=""[197213.349392262]""","=""1s.6g""","=""3G""","=""4""","=""1s.10f""","=""3F*""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000063""","=""002001.000167""",
