espectro,Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference,Lande
F I,"=""2s2.2p4.(3P<0>).15d""","=""2[2]""","=""3/2""",4.0,"=""""","=""17.42340""","=""""","=""""",,"=""009001.000227""","=""""",
F I,"=""2s2.2p4.(3P<0>).15d""","=""2[2]""","=""5/2""",6.0,"=""""","=""17.42340""","=""""","=""""",,"=""009001.000228""","=""""",
F I,"=""2s2.2p4.(3P<0>).16d""","=""2[2]""","=""5/2""",6.0,"=""""","=""17.43059""","=""""","=""""",,"=""009001.000230""","=""""",
F I,"=""2s2.2p4.(3P<0>).16d""","=""2[2]""","=""3/2""",4.0,"=""""","=""17.43059""","=""""","=""""",,"=""009001.000229""","=""""",
F I,"=""2s2.2p4.(1D<2>).4s""","=""2[2]""","=""3/2""",4.0,"=""""","=""18.18398""","=""""","=""""",,"=""009001.000231""","=""""",
F I,"=""2s2.2p4.(1D<2>).4s""","=""2[2]""","=""5/2""",6.0,"=""""","=""18.18398""","=""""","=""""",,"=""009001.000232""","=""""",
F I,"=""2s2.2p4.(1S).3s""","=""2S""","=""1/2""",2.0,"=""""","=""18.21427""","=""""","=""""",,"=""009001.000233""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[1]""","=""1/2""",2.0,"=""""","=""18.46617""","=""""","=""""",,"=""009001.000234""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[1]""","=""3/2""",4.0,"=""""","=""18.46617""","=""""","=""""",,"=""009001.000235""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[4]""","=""7/2""",8.0,"=""""","=""18.469704""","=""""","=""""",,"=""009001.000236""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[4]""","=""9/2""",10.0,"=""""","=""18.469705""","=""""","=""""",,"=""009001.000237""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[2]""","=""5/2""",6.0,"=""""","=""18.48935""","=""""","=""""",,"=""009001.000239""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[2]""","=""3/2""",4.0,"=""""","=""18.48935""","=""""","=""""",,"=""009001.000238""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[0]""","=""1/2""",2.0,"=""""","=""18.49641""","=""""","=""""",,"=""009001.000240""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[3]""","=""5/2""",6.0,"=""""","=""18.499267""","=""""","=""""",,"=""009001.000241""","=""""",
F I,"=""2s2.2p4.(1D<2>).3d""","=""2[3]""","=""7/2""",8.0,"=""""","=""18.499283""","=""""","=""""",,"=""009001.000242""","=""""",
F I,"=""2s2.2p4.(1D<2>).5s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.03512""","=""""","=""""",,"=""009001.000243""","=""""",
F I,"=""2s2.2p4.(1D<2>).5s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.03512""","=""""","=""""",,"=""009001.000244""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[0]""","=""1/2""",2.0,"=""""","=""19.12710""","=""""","=""""",,"=""009001.000245""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.14552""","=""""","=""""",,"=""009001.000246""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.14552""","=""""","=""""",,"=""009001.000247""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[4]""","=""7/2""",8.0,"=""""","=""19.146432""","=""""","=""""",,"=""009001.000248""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[4]""","=""9/2""",10.0,"=""""","=""19.146433""","=""""","=""""",,"=""009001.000249""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.15514""","=""""","=""""",,"=""009001.000251""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.15514""","=""""","=""""",,"=""009001.000250""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[3]""","=""5/2""",6.0,"=""""","=""19.159557""","=""""","=""""",,"=""009001.000252""","=""""",
F I,"=""2s2.2p4.(1D<2>).4d""","=""2[3]""","=""7/2""",8.0,"=""""","=""19.159578""","=""""","=""""",,"=""009001.000253""","=""""",
F I,"=""2s2.2p4.(1D<2>).6s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.40433""","=""""","=""""",,"=""009001.000254""","=""""",
F I,"=""2s2.2p4.(1D<2>).6s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.40433""","=""""","=""""",,"=""009001.000255""","=""""",
F I,"=""2s2.2p4.(1D<2>).5d""","=""2[0]""","=""1/2""",2.0,"=""""","=""19.44682""","=""""","=""""",,"=""009001.000256""","=""""",
F I,"=""2s2.2p4.(1D<2>).5d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.45885""","=""""","=""""",,"=""009001.000257""","=""""",
F I,"=""2s2.2p4.(1D<2>).5d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.45885""","=""""","=""""",,"=""009001.000258""","=""""",
F I,"=""2s2.2p4.(1D<2>).5d""","=""2[4]""","=""9/2""",10.0,"=""""","=""19.459119""","=""""","=""""",,"=""009001.000259""","=""""",
F I,"=""2s2.2p4.(1D<2>).5d""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.46370""","=""""","=""""",,"=""009001.000261""","=""""",
F I,"=""2s2.2p4.(1D<2>).5d""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.46370""","=""""","=""""",,"=""009001.000260""","=""""",
F I,"=""2s2.2p4.(1D<2>).7s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.59755""","=""""","=""""",,"=""009001.000262""","=""""",
F I,"=""2s2.2p4.(1D<2>).7s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.59755""","=""""","=""""",,"=""009001.000263""","=""""",
F I,"=""2s2.2p4.(1D<2>).6d""","=""2[0]""","=""1/2""",2.0,"=""""","=""19.61583""","=""""","=""""",,"=""009001.000264""","=""""",
F I,"=""2s2.2p4.(1D<2>).6d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.62838""","=""""","=""""",,"=""009001.000265""","=""""",
F I,"=""2s2.2p4.(1D<2>).6d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.62838""","=""""","=""""",,"=""009001.000266""","=""""",
F I,"=""2s2.2p4.(1D<2>).6d""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.63106""","=""""","=""""",,"=""009001.000268""","=""""",
F I,"=""2s2.2p4.(1D<2>).6d""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.63106""","=""""","=""""",,"=""009001.000267""","=""""",
F I,"=""2s2.2p4.(1D<2>).8s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.71122""","=""""","=""""",,"=""009001.000269""","=""""",
F I,"=""2s2.2p4.(1D<2>).8s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.71122""","=""""","=""""",,"=""009001.000270""","=""""",
F I,"=""2s2.2p4.(1D<2>).7d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.73036""","=""""","=""""",,"=""009001.000271""","=""""",
F I,"=""2s2.2p4.(1D<2>).7d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.73036""","=""""","=""""",,"=""009001.000272""","=""""",
F I,"=""2s2.2p4.(1D<2>).7d""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.73209""","=""""","=""""",,"=""009001.000274""","=""""",
F I,"=""2s2.2p4.(1D<2>).7d""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.73209""","=""""","=""""",,"=""009001.000273""","=""""",
F I,"=""2s2.2p4.(1D<2>).9s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.78348""","=""""","=""""",,"=""009001.000275""","=""""",
F I,"=""2s2.2p4.(1D<2>).9s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.78348""","=""""","=""""",,"=""009001.000276""","=""""",
F I,"=""2s2.2p4.(1D<2>).8d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.79673""","=""""","=""""",,"=""009001.000277""","=""""",
F I,"=""2s2.2p4.(1D<2>).8d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.79673""","=""""","=""""",,"=""009001.000278""","=""""",
F I,"=""2s2.2p4.(1D<2>).8d""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.79766""","=""""","=""""",,"=""009001.000280""","=""""",
F I,"=""2s2.2p4.(1D<2>).8d""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.79766""","=""""","=""""",,"=""009001.000279""","=""""",
F I,"=""2s2.2p4.(1D<2>).10s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.83252""","=""""","=""""",,"=""009001.000281""","=""""",
F I,"=""2s2.2p4.(1D<2>).10s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.83252""","=""""","=""""",,"=""009001.000282""","=""""",
F I,"=""2s2.2p4.(1D<2>).9d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.84203""","=""""","=""""",,"=""009001.000283""","=""""",
F I,"=""2s2.2p4.(1D<2>).9d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.84203""","=""""","=""""",,"=""009001.000284""","=""""",
F I,"=""2s2.2p4.(1D<2>).11s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.86748""","=""""","=""""",,"=""009001.000286""","=""""",
F I,"=""2s2.2p4.(1D<2>).11s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.86748""","=""""","=""""",,"=""009001.000285""","=""""",
F I,"=""2s2.2p4.(1D<2>).10d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.87399""","=""""","=""""",,"=""009001.000287""","=""""",
F I,"=""2s2.2p4.(1D<2>).10d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.87399""","=""""","=""""",,"=""009001.000288""","=""""",
F I,"=""2s2.2p4.(1D<2>).12s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.89298""","=""""","=""""",,"=""009001.000289""","=""""",
F I,"=""2s2.2p4.(1D<2>).12s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.89298""","=""""","=""""",,"=""009001.000290""","=""""",
F I,"=""2s2.2p4.(1D<2>).11d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.89790""","=""""","=""""",,"=""009001.000291""","=""""",
F I,"=""2s2.2p4.(1D<2>).11d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.89790""","=""""","=""""",,"=""009001.000292""","=""""",
F I,"=""2s2.2p4.(1D<2>).13s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.91220""","=""""","=""""",,"=""009001.000293""","=""""",
F I,"=""2s2.2p4.(1D<2>).13s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.91220""","=""""","=""""",,"=""009001.000294""","=""""",
F I,"=""2s2.2p4.(1D<2>).12d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.91599""","=""""","=""""",,"=""009001.000296""","=""""",
F I,"=""2s2.2p4.(1D<2>).12d""","=""2[1]""","=""1/2""",2.0,"=""""","=""19.91599""","=""""","=""""",,"=""009001.000295""","=""""",
F I,"=""2s2.2p4.(1D<2>).14s""","=""2[2]""","=""3/2""",4.0,"=""""","=""19.92704""","=""""","=""""",,"=""009001.000297""","=""""",
F I,"=""2s2.2p4.(1D<2>).14s""","=""2[2]""","=""5/2""",6.0,"=""""","=""19.92704""","=""""","=""""",,"=""009001.000298""","=""""",
F I,"=""2s2.2p4.(1D<2>).13d""","=""2[1]""","=""3/2""",4.0,"=""""","=""19.92973""","=""""","=""""",,"=""009001.000299""","=""""",
F I,"=""2s.2p6""","=""2S""","=""1/2""",2.0,"=""""","=""21.055555""","=""""","=""""",,"=""009001.000300""","=""""",
F I,"=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",4.0,"=""""","=""21.2013""","=""""","=""""",,"=""009001.000301""","=""""",
F I,"=""2s2.2p4.(1S).3d""","=""2D""","=""5/2""",6.0,"=""""","=""21.2013""","=""""","=""""",,"=""009001.000302""","=""""",
F I,"=""2s.2p5.3s""","=""2P*""","=""3/2""",4.0,"=""""","=""32.3599""","=""""","=""""",,"=""009001.000303""","=""""",
F II,"=""2s2.2p4""","=""3P""","=""2""",5.0,"=""""","=""0.00000""","=""""","=""0""",,"=""009002.000001""","=""L3462""",
F II,"=""2s2.2p4""","=""3P""","=""1""",3.0,"=""""","=""0.04228""","=""""","=""""",,"=""009002.000002""","=""""",
F II,"=""2s2.2p4""","=""3P""","=""0""",1.0,"=""""","=""0.06074""","=""""","=""""",,"=""009002.000003""","=""""",
F II,"=""2s2.2p4""","=""1D""","=""2""",5.0,"=""""","=""2.58797""","=""""","=""""",,"=""009002.000004""","=""""",
F II,"=""2s2.2p4""","=""1S""","=""0""",1.0,"=""""","=""5.56913""","=""""","=""""",,"=""009002.000005""","=""""",
F II,"=""2s.2p5""","=""3P*""","=""2""",5.0,"=""""","=""20.432333""","=""""","=""""",,"=""009002.000006""","=""""",
F II,"=""2s.2p5""","=""3P*""","=""1""",3.0,"=""""","=""20.470617""","=""""","=""""",,"=""009002.000007""","=""""",
F II,"=""2s.2p5""","=""3P*""","=""0""",1.0,"=""""","=""20.492008""","=""""","=""""",,"=""009002.000008""","=""""",
F II,"=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""",5.0,"=""""","=""21.882458""","=""""","=""""",,"=""009002.000009""","=""""",
F II,"=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",3.0,"=""""","=""22.672296""","=""""","=""""",,"=""009002.000010""","=""""",
F II,"=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",3.0,"=""""","=""25.100520""","=""""","=""""",,"=""009002.000011""","=""""",
F II,"=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",5.0,"=""""","=""25.101926""","=""""","=""""",,"=""009002.000012""","=""""",
F II,"=""2s2.2p3.(4S*).3p""","=""5P""","=""3""",7.0,"=""""","=""25.104353""","=""""","=""""",,"=""009002.000013""","=""""",
F II,"=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",3.0,"=""""","=""25.751403""","=""""","=""""",,"=""009002.000014""","=""""",
F II,"=""2s2.2p3.(4S*).3p""","=""3P""","=""0""",1.0,"=""""","=""25.751771""","=""""","=""""",,"=""009002.000015""","=""""",
F II,"=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",5.0,"=""""","=""25.751988""","=""""","=""""",,"=""009002.000016""","=""""",
F II,"=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",7.0,"=""""","=""26.268052""","=""""","=""""",,"=""009002.000017""","=""""",
F II,"=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",5.0,"=""""","=""26.270663""","=""""","=""""",,"=""009002.000018""","=""""",
F II,"=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",3.0,"=""""","=""26.272284""","=""""","=""""",,"=""009002.000019""","=""""",
F II,"=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""",5.0,"=""""","=""26.665231""","=""""","=""""",,"=""009002.000020""","=""""",
F II,"=""2s2.2p3.(2P*).3s""","=""1P*""","=""1""",3.0,"=""""","=""28.172734""","=""""","=""""",,"=""009002.000021""","=""""",
F II,"=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""",5.0,"=""""","=""28.460586""","=""""","=""""",,"=""009002.000022""","=""""",
F II,"=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""",3.0,"=""""","=""28.460795""","=""""","=""""",,"=""009002.000023""","=""""",
F II,"=""2s2.2p3.(2P*).3s""","=""3P*""","=""0""",1.0,"=""""","=""28.461124""","=""""","=""""",,"=""009002.000024""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""",9.0,"=""""","=""28.640060""","=""""","=""""",,"=""009002.000025""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""",7.0,"=""""","=""28.640176""","=""""","=""""",,"=""009002.000026""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""",5.0,"=""""","=""28.640323""","=""""","=""""",,"=""009002.000027""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""1""",3.0,"=""""","=""28.640448""","=""""","=""""",,"=""009002.000028""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""0""",1.0,"=""""","=""28.640507""","=""""","=""""",,"=""009002.000029""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""",3.0,"=""""","=""28.772187""","=""""","=""""",,"=""009002.000030""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""",5.0,"=""""","=""28.772289""","=""""","=""""",,"=""009002.000031""","=""""",
F II,"=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""",7.0,"=""""","=""28.772557""","=""""","=""""",,"=""009002.000032""","=""""",
F II,"=""2s2.2p3.(4S*).4s""","=""5S*""","=""2""",5.0,"=""""","=""29.154956""","=""""","=""""",,"=""009002.000033""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""1P""","=""1""",3.0,"=""""","=""29.215944""","=""""","=""""",,"=""009002.000034""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",3.0,"=""""","=""29.281339""","=""""","=""""",,"=""009002.000035""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",5.0,"=""""","=""29.281672""","=""""","=""""",,"=""009002.000036""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",7.0,"=""""","=""29.284465""","=""""","=""""",,"=""009002.000037""","=""""",
F II,"=""2s2.2p3.(4S*).4s""","=""3S*""","=""1""",3.0,"=""""","=""29.379399""","=""""","=""""",,"=""009002.000038""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3F""","=""4""",9.0,"=""""","=""29.447196""","=""""","=""""",,"=""009002.000039""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3F""","=""3""",7.0,"=""""","=""29.447268""","=""""","=""""",,"=""009002.000040""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3F""","=""2""",5.0,"=""""","=""29.447353""","=""""","=""""",,"=""009002.000041""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""1F""","=""3""",7.0,"=""""","=""29.548333""","=""""","=""""",,"=""009002.000042""","=""""",
F II,"=""2s.2p5""","=""1P*""","=""1""",3.0,"=""""","=""29.707270""","=""""","=""""",,"=""009002.000043""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3P""","=""2""",5.0,"=""""","=""29.767682""","=""""","=""""",,"=""009002.000044""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3P""","=""1""",3.0,"=""""","=""29.775141""","=""""","=""""",,"=""009002.000045""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""3P""","=""0""",1.0,"=""""","=""29.778428""","=""""","=""""",,"=""009002.000046""","=""""",
F II,"=""2s2.2p3.(4S*).4p""","=""5P""","=""1""",3.0,"=""""","=""30.185057""","=""""","=""""",,"=""009002.000047""","=""""",
F II,"=""2s2.2p3.(4S*).4p""","=""5P""","=""2""",5.0,"=""""","=""30.185538""","=""""","=""""",,"=""009002.000048""","=""""",
F II,"=""2s2.2p3.(4S*).4p""","=""5P""","=""3""",7.0,"=""""","=""30.186342""","=""""","=""""",,"=""009002.000049""","=""""",
F II,"=""2s2.2p3.(2D*).3p""","=""1D""","=""2""",5.0,"=""""","=""30.535278""","=""""","=""""",,"=""009002.000050""","=""""",
F II,"=""2s2.2p3.(4S*).4p""","=""3P""","=""0""",1.0,"=""""","=""30.581290""","=""""","=""""",,"=""009002.000051""","=""""",
F II,"=""2s2.2p3.(4S*).4p""","=""3P""","=""1""",3.0,"=""""","=""30.582192""","=""""","=""""",,"=""009002.000052""","=""""",
F II,"=""2s2.2p3.(4S*).4p""","=""3P""","=""2""",5.0,"=""""","=""30.584682""","=""""","=""""",,"=""009002.000053""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3S""","=""1""",3.0,"=""""","=""31.406745""","=""""","=""""",,"=""009002.000054""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""4""",9.0,"=""""","=""31.426853""","=""""","=""""",,"=""009002.000055""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""3""",7.0,"=""""","=""31.426929""","=""""","=""""",,"=""009002.000056""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""2""",5.0,"=""""","=""31.427014""","=""""","=""""",,"=""009002.000057""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""1""",3.0,"=""""","=""31.427014""","=""""","=""""",,"=""009002.000058""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""0""",1.0,"=""""","=""31.427014""","=""""","=""""",,"=""009002.000059""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""3D*""","=""1""",3.0,"=""""","=""31.493825""","=""""","=""""",,"=""009002.000060""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""3D*""","=""2""",5.0,"=""""","=""31.493896""","=""""","=""""",,"=""009002.000061""","=""""",
F II,"=""2s2.2p3.(4S*).4d""","=""3D*""","=""3""",7.0,"=""""","=""31.494030""","=""""","=""""",,"=""009002.000062""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""5F""","=""5""",11.0,"=""""","=""31.559105""","=""""","=""""",,"=""009002.000063""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""5F""","=""4""",9.0,"=""""","=""31.559113""","=""""","=""""",,"=""009002.000064""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""5F""","=""2""",5.0,"=""""","=""31.559118""","=""""","=""""",,"=""009002.000065""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""5F""","=""3""",7.0,"=""""","=""31.559119""","=""""","=""""",,"=""009002.000066""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""5F""","=""1""",3.0,"=""""","=""31.559129""","=""""","=""""",,"=""009002.000067""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""3F""","=""4""",9.0,"=""""","=""31.559698""","=""""","=""""",,"=""009002.000068""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""3F""","=""3""",7.0,"=""""","=""31.559723""","=""""","=""""",,"=""009002.000069""","=""""",
F II,"=""2s2.2p3.(4S*).4f""","=""3F""","=""2""",5.0,"=""""","=""31.559743""","=""""","=""""",,"=""009002.000070""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3D""","=""3""",7.0,"=""""","=""31.578976""","=""""","=""""",,"=""009002.000071""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3D""","=""2""",5.0,"=""""","=""31.580843""","=""""","=""""",,"=""009002.000072""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3D""","=""1""",3.0,"=""""","=""31.581662""","=""""","=""""",,"=""009002.000073""","=""""",
F II,"=""2s2.2p3.(4S*).5s""","=""5S*""","=""2""",5.0,"=""""","=""31.677789""","=""""","=""""",,"=""009002.000074""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""1P""","=""1""",3.0,"=""""","=""31.691135""","=""""","=""""",,"=""009002.000075""","=""""",
F II,"=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",3.0,"=""""","=""31.772496""","=""""","=""""",,"=""009002.000076""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3P""","=""0""",1.0,"=""""","=""31.895287""","=""""","=""""",,"=""009002.000077""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3P""","=""1""",3.0,"=""""","=""31.897080""","=""""","=""""",,"=""009002.000078""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""3P""","=""2""",5.0,"=""""","=""31.899999""","=""""","=""""",,"=""009002.000079""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""1D""","=""2""",5.0,"=""""","=""32.103242""","=""""","=""""",,"=""009002.000080""","=""""",
F II,"=""2s2.2p3.(4S*).5p""","=""5P""","=""1""",3.0,"=""""","=""32.134179""","=""""","=""""",,"=""009002.000081""","=""""",
F II,"=""2s2.2p3.(4S*).5p""","=""5P""","=""2""",5.0,"=""""","=""32.134406""","=""""","=""""",,"=""009002.000082""","=""""",
F II,"=""2s2.2p3.(4S*).5p""","=""5P""","=""3""",7.0,"=""""","=""32.134771""","=""""","=""""",,"=""009002.000083""","=""""",
F II,"=""2s2.2p3.(4S*).5p""","=""3P""","=""2""",5.0,"=""""","=""32.297483""","=""""","=""""",,"=""009002.000084""","=""""",
F II,"=""2s2.2p3.(4S*).5p""","=""3P""","=""1""",3.0,"=""""","=""32.299391""","=""""","=""""",,"=""009002.000085""","=""""",
F II,"=""2s2.2p3.(4S*).5p""","=""3P""","=""0""",1.0,"=""""","=""32.300438""","=""""","=""""",,"=""009002.000086""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""4""",9.0,"=""""","=""32.716247""","=""""","=""""",,"=""009002.000087""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""3""",7.0,"=""""","=""32.716289""","=""""","=""""",,"=""009002.000088""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""2""",5.0,"=""""","=""32.716289""","=""""","=""""",,"=""009002.000089""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""1""",3.0,"=""""","=""32.71632""","=""""","=""""",,"=""009002.000090""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""0""",1.0,"=""""","=""32.71632""","=""""","=""""",,"=""009002.000091""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""3D*""","=""3""",7.0,"=""""","=""32.740832""","=""""","=""""",,"=""009002.000092""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""3D*""","=""2""",5.0,"=""""","=""32.741171""","=""""","=""""",,"=""009002.000093""","=""""",
F II,"=""2s2.2p3.(4S*).5d""","=""3D*""","=""1""",3.0,"=""""","=""32.741457""","=""""","=""""",,"=""009002.000094""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""5F""","=""5""",11.0,"=""""","=""32.787745""","=""""","=""""",,"=""009002.000095""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""5F""","=""4""",9.0,"=""""","=""32.787745""","=""""","=""""",,"=""009002.000096""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""5F""","=""3""",7.0,"=""""","=""32.787758""","=""""","=""""",,"=""009002.000097""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""5F""","=""2""",5.0,"=""""","=""32.787758""","=""""","=""""",,"=""009002.000098""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""5F""","=""1""",3.0,"=""""","=""32.787758""","=""""","=""""",,"=""009002.000099""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""3F""","=""4""",9.0,"=""""","=""32.788360""","=""""","=""""",,"=""009002.000100""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""3F""","=""3""",7.0,"=""""","=""32.788389""","=""""","=""""",,"=""009002.000101""","=""""",
F II,"=""2s2.2p3.(4S*).5f""","=""3F""","=""2""",5.0,"=""""","=""32.788389""","=""""","=""""",,"=""009002.000102""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""5G*""","=""2""",5.0,"=""""","=""32.792697""","=""""","=""""",,"=""009002.000103""","=""""",
